State,County,Violent_crime,MNNM,"Forcible 
rape",Robbery,"Aggravated 
assault","Property 
crime",Burglary,"Larceny-
theft","Motor 
vehicle 
theft",Arson1
Virginia,Hanover,53,1,9,7,36,930,122,742,66,1
Virginia,Henrico County Police Department,498,12,26,248,212,"7,593","1,206","6,031",356,91
Virginia,Isle of Wight,32,0,1,10,21,440,131,283,26,2
Virginia,James City County Police Department,63,0,7,11,45,964,195,727,42,14
Virginia,King and Queen,14,0,1,1,12,65,18,38,9,4
Virginia,King William,8,0,0,0,8,90,26,60,4,0
Virginia,Loudoun,187,0,28,36,123,"2,786",308,"2,342",136,37
Virginia,Mathews,7,0,1,0,6,90,29,56,5,4
Virginia,Montgomery,39,0,3,2,34,580,183,364,33,8
Virginia,Nelson,10,1,1,0,8,218,55,141,22,0
Virginia,New Kent,18,0,0,0,18,278,80,187,11,3
Virginia,Pittsylvania,46,4,5,8,29,696,251,403,42,4
Virginia,Powhatan,12,2,3,0,7,246,68,169,9,2
Virginia,Prince George County Police Department,27,2,5,8,12,488,87,377,24,1
Virginia,Prince William County Police Department,623,9,42,229,343,"7,419","1,018","5,953",448,29
Virginia,Pulaski,52,2,6,7,37,664,156,489,19,1
Virginia,Roanoke County Police Department,98,6,19,14,59,"1,186",250,902,34,11
Virginia,Rockingham,40,0,14,1,25,279,79,192,8,4
Virginia,Scott,17,5,3,1,8,427,135,276,16,3
Virginia,Spotsylvania,262,7,29,49,177,"2,370",217,"2,030",123,15
Virginia,Stafford,208,2,36,54,116,"2,085",204,"1,751",130,13
Virginia,Surry,21,1,2,5,13,59,25,33,1,0
Virginia,Sussex,19,0,1,2,16,170,57,106,7,1
Virginia,Warren,11,0,5,1,5,341,53,262,26,1
Virginia,Washington,40,1,9,2,28,972,167,789,16,5
Virginia,York,84,0,3,21,60,"1,201",203,963,35,13
Virginia,Accomack,53,2,7,28,16,467,123,313,31,2
Virginia,Alleghany,8,0,2,0,6,168,44,112,12,8
Virginia,Augusta,75,2,8,3,62,745,160,540,45,3
Virginia,Bath,1,0,1,0,0,38,13,23,2,0
Virginia,Bland,3,0,0,1,2,30,12,17,1,0
Virginia,Brunswick,18,0,3,0,15,127,45,63,19,0
Virginia,Buchanan,31,3,4,2,22,422,119,278,25,1
Virginia,Buckingham,28,0,5,3,20,203,75,115,13,2
Virginia,Carroll,28,1,7,3,17,435,128,274,33,5
Virginia,Charlotte,13,0,1,2,10,117,22,81,14,0
Virginia,Culpeper,21,0,4,1,16,312,77,211,24,2
Virginia,Dickenson,15,1,0,0,14,175,39,128,8,2
Virginia,Essex,5,0,1,0,4,46,4,38,4,3
Virginia,Floyd,10,0,4,1,5,161,47,105,9,4
Virginia,Grayson,20,0,3,0,17,120,29,83,8,4
Virginia,Greensville,18,0,0,5,13,148,50,88,10,0
Virginia,Halifax,35,1,10,8,16,458,133,278,47,5
Virginia,Henry,155,6,6,26,117,"1,044",287,690,67,3
Virginia,Highland,1,0,0,0,1,12,2,10,0,1
Virginia,King George,26,0,5,2,19,397,59,320,18,3
Virginia,Lancaster,8,2,3,0,3,122,29,87,6,1
Virginia,Lee,30,4,4,2,20,255,81,168,6,0
Virginia,Lunenburg,15,0,2,0,13,110,45,55,10,2
Virginia,Madison,7,1,1,0,5,105,11,86,8,0
Virginia,Mecklenburg,39,1,6,7,25,366,105,218,43,4
Virginia,Middlesex,12,1,7,0,4,149,35,100,14,0
Virginia,Northampton,12,2,1,3,6,187,88,92,7,1
Virginia,Northumberland,14,0,2,0,12,117,35,77,5,3
Virginia,Nottoway,3,0,1,0,2,69,13,48,8,2
Virginia,Orange,17,0,5,3,9,177,34,130,13,1
Virginia,Page,17,1,5,0,11,227,70,146,11,4
Virginia,Patrick,22,0,2,1,19,297,75,193,29,3
Virginia,Prince Edward,13,0,1,3,9,109,57,49,3,3
Virginia,Rappahannock,4,2,0,0,2,60,19,38,3,2
Virginia,Richmond,9,0,0,1,8,52,14,31,7,1
Virginia,Rockbridge,8,1,1,2,4,280,64,204,12,1
Virginia,Russell,21,0,10,0,11,275,93,166,16,4
Virginia,Shenandoah,18,0,3,2,13,369,111,244,14,7
Virginia,Smyth,22,0,6,0,16,327,59,246,22,7
Virginia,Southampton,27,2,2,4,19,296,86,183,27,3
Virginia,Tazewell,19,3,3,0,13,569,150,384,35,1
Virginia,Westmoreland,6,0,0,1,5,100,27,67,6,0
Virginia,Wise,36,1,9,2,24,393,115,256,22,6
Virginia,Wythe,16,0,2,1,13,220,37,172,11,0
Washington,Asotin,16,1,0,0,15,170,35,131,4,0
Washington,Benton,58,1,5,5,47,561,198,316,47,0
Washington,Chelan,37,0,18,4,15,867,174,650,43,1
Washington,Clark,239,0,60,54,125,"4,288",926,"2,894",468,40
Washington,Cowlitz,102,0,45,7,50,583,189,339,55,5
Washington,Franklin,18,0,4,2,12,186,43,131,12,2
Washington,King,471,7,92,124,248,"6,242","2,095","3,420",727,94
Washington,Kitsap,628,1,95,60,472,"3,503","1,035","2,262",206,37
Washington,Pierce,"1,134",10,101,263,760,"9,533","3,180","5,174","1,179",52
Washington,Skagit,116,0,25,13,78,"1,443",490,878,75,12
Washington,Skamania,10,0,2,0,8,222,45,157,20,0
Washington,Snohomish,487,4,77,98,308,"5,445","1,772","2,979",694,39
Washington,Spokane,155,3,14,29,109,"3,834","1,181","2,298",355,6
Washington,Thurston,335,4,25,27,279,"2,935","1,115","1,682",138,27
Washington,Whatcom,126,2,28,16,80,"1,355",501,765,89,6
Washington,Yakima,128,4,24,29,71,"2,357","1,115",933,309,28
Washington,Adams,23,0,5,4,14,321,129,160,32,6
Washington,Clallam,63,0,8,4,51,653,196,429,28,2
Washington,Columbia,4,0,0,1,3,193,50,136,7,2
Washington,Ferry,8,0,0,0,8,32,12,16,4,0
Washington,Garfield,3,0,3,0,0,54,11,43,0,1
Washington,Grant,93,2,14,16,61,"1,661",618,876,167,25
Washington,Grays Harbor,32,1,1,6,24,482,213,237,32,2
Washington,Island,40,0,6,3,31,547,190,324,33,1
Washington,Jefferson,44,1,6,4,33,380,116,252,12,1
Washington,Kittitas,14,0,2,5,7,484,157,286,41,5
Washington,Klickitat,3,0,0,0,3,167,125,14,28,0
Washington,Lewis,48,6,3,5,34,729,256,429,44,2
Washington,Lincoln,6,0,2,0,4,127,31,90,6,3
Washington,Mason,108,1,24,20,63,"1,705",542,939,224,5
Washington,Okanogan,33,1,4,5,23,351,114,192,45,2
Washington,Pacific,22,0,4,3,15,439,189,225,25,5
Washington,Pend Oreille,16,0,0,0,16,422,140,243,39,2
Washington,San Juan,14,0,4,0,10,187,68,107,12,5
Washington,Stevens,46,0,20,4,22,818,349,380,89,1
Washington,Wahkiakum,2,0,1,0,1,31,10,18,3,0
Washington,Walla Walla,31,1,10,2,18,342,117,209,16,0
Washington,Whitman,5,1,1,1,2,127,44,73,10,1
West Virginia,Berkeley,68,2,11,12,43,757,220,477,60,13
West Virginia,Boone,14,0,1,1,12,68,28,33,7,0
West Virginia,Brooke,3,0,0,2,1,124,63,51,10,1
West Virginia,Cabell,44,0,6,15,23,864,274,524,66,3
West Virginia,Hampshire,35,0,0,0,35,113,56,52,5,1
West Virginia,Jefferson,34,0,1,2,31,350,60,279,11,3
West Virginia,Kanawha,240,6,8,23,203,"1,390",509,756,125,21
West Virginia,Marshall,8,0,2,1,5,234,70,146,18,4
West Virginia,Mineral,44,0,3,3,38,39,8,31,0,0
West Virginia,Monongalia2,,1,2,8,,476,133,328,15,1
West Virginia,Morgan,15,0,2,3,10,169,73,81,15,0
West Virginia,Ohio2,,0,2,0,,113,34,75,4,1
West Virginia,Preston2,,0,3,1,,231,98,118,15,2
West Virginia,Putnam,41,0,2,1,38,180,40,127,13,1
West Virginia,Wirt,15,0,0,0,15,36,22,14,0,1
West Virginia,Wood,204,0,8,4,192,333,91,226,16,15
West Virginia,Barbour,6,0,0,0,6,12,3,9,0,0
West Virginia,Braxton,18,0,0,0,18,25,3,18,4,0
West Virginia,Fayette,61,1,7,6,47,337,145,165,27,6
West Virginia,Grant,10,0,0,0,10,27,8,19,0,0
West Virginia,Hardy,3,0,1,1,1,32,15,16,1,0
West Virginia,Harrison,55,0,0,8,47,339,127,191,21,1
West Virginia,Jackson,8,1,0,1,6,40,12,23,5,0
West Virginia,Lewis,11,2,0,0,9,12,3,8,1,0
West Virginia,Logan2,,1,0,1,,76,34,34,8,6
West Virginia,Mason,6,0,0,0,6,148,0,132,16,0
West Virginia,McDowell,28,0,0,5,23,114,35,70,9,8
West Virginia,Mercer,69,2,1,11,55,605,229,322,54,4
West Virginia,Monroe,2,0,1,0,1,15,3,12,0,1
West Virginia,Nicholas2,,0,0,1,,248,67,172,9,2
West Virginia,Raleigh,105,3,7,15,80,664,307,323,34,4
West Virginia,Randolph,40,0,0,2,38,59,31,28,0,0
West Virginia,Ritchie,6,0,1,1,4,44,18,23,3,0
West Virginia,Roane,0,0,0,0,0,0,0,0,0,0
West Virginia,Tyler,0,0,0,0,0,1,1,0,0,0
West Virginia,Upshur,3,0,3,0,0,37,8,29,0,0
West Virginia,Wyoming,31,0,1,4,26,299,95,182,22,3
Wisconsin,Brown,44,0,16,0,28,"1,028",220,793,15,
Wisconsin,Calumet,12,0,1,4,7,335,138,189,8,1
Wisconsin,Chippewa,42,2,13,1,26,318,108,198,12,3
Wisconsin,Columbia,30,0,5,0,25,365,86,254,25,3
Wisconsin,Dane,66,0,2,2,62,980,215,714,51,3
Wisconsin,Douglas,8,0,4,2,2,317,133,168,16,1
Wisconsin,Eau Claire,17,1,5,2,9,208,67,129,12,5
Wisconsin,Fond du Lac,26,1,6,0,19,287,79,185,23,0
Wisconsin,Iowa,20,1,12,0,7,197,52,138,7,1
Wisconsin,Kenosha,37,0,10,4,23,810,209,558,43,6
Wisconsin,Kewaunee,5,0,2,0,3,87,20,65,2,2
Wisconsin,La Crosse,14,2,1,0,11,218,68,145,5,1
Wisconsin,Marathon,19,0,2,2,15,442,112,320,10,2
Wisconsin,Milwaukee,10,0,0,9,1,28,2,25,1,0
Wisconsin,Oconto,5,0,0,5,0,476,153,298,25,
Wisconsin,Outagamie,37,0,12,1,24,505,160,324,21,1
Wisconsin,Pierce,17,0,1,0,16,190,56,124,10,
Wisconsin,Racine,15,0,4,1,10,616,86,491,39,
Wisconsin,Rock,35,0,5,0,30,549,193,341,15,5
Wisconsin,Sheboygan,55,1,3,0,51,556,107,438,11,
Wisconsin,St. Croix,26,0,3,1,22,417,88,301,28,0
Wisconsin,Waukesha,49,0,1,6,42,854,128,698,28,1
Wisconsin,Winnebago,28,1,1,0,26,362,102,248,12,
Wisconsin,Adams,25,1,8,1,15,357,161,179,17,
Wisconsin,Ashland,13,0,0,0,13,36,12,23,1,
Wisconsin,Barron,4,2,1,1,0,224,98,119,7,4
Wisconsin,Bayfield,21,0,0,0,21,219,93,117,9,
Wisconsin,Buffalo,1,0,1,0,0,51,19,28,4,
Wisconsin,Burnett,18,0,3,0,15,204,70,123,11,2
Wisconsin,Clark,92,0,1,1,90,229,73,141,15,
Wisconsin,Dodge,24,0,6,1,17,232,72,148,12,1
Wisconsin,Door,4,0,1,0,3,147,27,114,6,0
Wisconsin,Dunn,13,0,2,0,11,163,55,102,6,0
Wisconsin,Florence,9,0,1,0,8,127,43,78,6,0
Wisconsin,Forest,4,0,0,1,3,181,67,107,7,
Wisconsin,Grant,28,0,4,0,24,299,113,173,13,5
Wisconsin,Green,11,0,2,0,9,223,65,144,14,0
Wisconsin,Green Lake,4,0,2,0,2,92,32,59,1,0
Wisconsin,Iron,14,0,0,0,14,69,25,44,0,0
Wisconsin,Jackson,10,0,5,1,4,233,85,132,16,1
Wisconsin,Jefferson,35,0,5,0,30,422,84,323,15,7
Wisconsin,Juneau,37,0,8,1,28,310,114,170,26,3
Wisconsin,Lafayette,2,0,0,0,2,167,39,124,4,0
Wisconsin,Langlade,8,0,0,0,8,264,96,155,13,0
Wisconsin,Lincoln,8,1,0,0,7,131,57,68,6,1
Wisconsin,Manitowoc,27,1,7,0,19,172,39,124,9,5
Wisconsin,Marinette,17,0,10,1,6,512,309,181,22,1
Wisconsin,Marquette,4,0,4,0,0,184,55,119,10,0
Wisconsin,Menominee,3,0,0,0,3,59,24,28,7,1
Wisconsin,Monroe,15,1,3,2,9,225,56,152,17,0
Wisconsin,Oneida,10,0,1,0,9,264,109,143,12,2
Wisconsin,Pepin,1,0,0,0,1,21,14,6,1,0
Wisconsin,Polk,102,0,7,2,93,376,99,259,18,2
Wisconsin,Portage,23,0,3,1,19,278,85,185,8,1
Wisconsin,Price,6,0,3,0,3,132,48,78,6,2
Wisconsin,Rusk,13,0,1,0,12,140,39,90,11,3
Wisconsin,Sauk,20,1,6,0,13,568,71,467,30,1
Wisconsin,Sawyer,21,0,2,1,18,377,129,214,34,0
Wisconsin,Shawano,14,0,5,4,5,418,152,236,30,1
Wisconsin,Taylor,5,0,3,0,2,152,40,109,3,
Wisconsin,Trempealeau,4,0,3,0,1,153,61,88,4,0
Wisconsin,Vilas,11,1,3,1,6,197,49,134,14,0
Wisconsin,Walworth,14,0,6,1,7,301,52,238,11,0
Wisconsin,Washburn,16,1,5,0,10,211,53,146,12,1
Wisconsin,Waupaca,18,0,3,0,15,497,174,300,23,0
Wisconsin,Waushara,16,0,3,1,12,351,114,229,8,
Wisconsin,Wood,2,0,0,1,1,161,62,87,12,2
Wyoming,Laramie,47,0,14,2,31,493,93,366,34,5
Wyoming,Natrona,15,1,4,2,8,279,95,148,36,2
Wyoming,Albany,8,0,3,0,5,74,10,60,4,0
Wyoming,Big Horn,11,0,2,0,9,22,12,8,2,0
Wyoming,Campbell,18,0,0,2,16,284,84,185,15,0
Wyoming,Carbon,4,0,0,1,3,48,11,32,5,2
Wyoming,Converse,17,0,7,0,10,47,6,39,2,0
Wyoming,Crook,2,0,1,0,1,51,16,35,0,0
Wyoming,Fremont,11,0,1,0,10,195,54,127,14,0
Wyoming,Goshen,13,0,1,0,12,63,14,48,1,0
Wyoming,Hot Springs,1,0,0,0,1,26,5,21,0,0
Wyoming,Johnson,3,0,0,0,3,42,12,26,4,0
Wyoming,Lincoln,11,0,2,1,8,109,15,92,2,1
Wyoming,Niobrara,1,0,0,0,1,3,2,0,1,0
Wyoming,Park,42,0,5,1,36,88,21,66,1,0
Wyoming,Platte,1,0,0,0,1,32,7,23,2,0
Wyoming,Sheridan,1,0,0,1,0,63,17,42,4,0
Wyoming,Sublette,8,0,0,0,8,149,22,120,7,0
Wyoming,Sweetwater,18,1,2,2,13,161,49,95,17,0
Wyoming,Teton,13,0,0,1,12,100,15,81,4,1
Wyoming,Uinta,0,0,0,0,0,87,11,70,6,0
Wyoming,Washakie,1,0,0,0,1,4,2,2,0,0
Wyoming,Weston,3,0,0,0,3,8,3,3,2,0
