State,County,Violent_crime,MNNM,Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
Illinois,Henry,3,0,0,0,3,62,12,46,4,0
Illinois,Jackson,23,0,7,0,16,291,94,174,23,0
Illinois,Jersey,23,0,9,0,14,105,38,57,10,0
Illinois,Kane,75,0,29,3,43,224,74,123,27,2
Illinois,Kankakee,47,2,12,2,31,295,111,149,35,4
Illinois,Kendall,47,1,9,5,32,140,60,73,7,2
Illinois,Macon,39,0,5,1,33,355,71,275,9,2
Illinois,Macoupin,25,3,2,1,19,255,59,177,19,0
Illinois,Madison,145,2,29,12,102,953,234,639,80,4
Illinois,Marshall,4,0,1,1,2,36,19,13,4,1
Illinois,McHenry,91,0,20,2,69,345,80,235,30,0
Illinois,McLean,31,0,9,1,21,103,18,71,14,0
Illinois,Menard,8,0,2,0,6,27,10,14,3,7
Illinois,Monroe,7,0,2,1,4,58,17,35,6,0
Illinois,Peoria,103,2,23,10,68,794,182,557,55,11
Illinois,Piatt,21,0,3,1,17,27,14,10,3,1
Illinois,Rock Island,58,0,9,4,45,309,72,209,28,1
Illinois,Sangamon,181,1,19,13,148,724,217,427,80,2
Illinois,Stark,9,0,1,0,8,44,10,31,3,1
Illinois,St. Clair,111,2,19,9,81,844,213,563,68,7
Illinois,Vermilion,87,3,20,5,59,414,139,256,19,0
Illinois,Will,118,5,28,18,67,623,152,394,77,6
Illinois,Winnebago,142,7,38,12,85,536,175,313,48,3
Illinois,Woodford,6,0,2,1,3,84,14,66,4,3
Illinois,Adams,30,0,15,0,15,165,64,93,8,0
Illinois,Brown,4,0,0,0,4,10,5,5,0,0
Illinois,Bureau,19,0,5,2,12,128,42,79,7,0
Illinois,Carroll,7,0,0,0,7,27,13,14,0,0
Illinois,Cass,4,0,0,2,2,4,1,3,0,0
Illinois,Clark,6,0,1,0,5,37,19,16,2,0
Illinois,Clay,3,1,0,0,2,52,21,26,5,0
Illinois,Coles,19,0,7,1,11,98,45,44,9,2
Illinois,Crawford,8,0,0,1,7,53,24,28,1,0
Illinois,Cumberland,1,0,0,0,1,27,11,13,3,0
Illinois,DeWitt,1,0,1,0,0,77,33,44,0,0
Illinois,Edgar,11,0,5,0,6,52,28,20,4,1
Illinois,Effingham,14,0,1,2,11,108,16,81,11,1
Illinois,Fayette,5,0,1,1,3,89,22,57,10,0
Illinois,Ford,13,1,1,0,11,39,15,24,0,2
Illinois,Franklin,7,0,0,0,7,280,73,182,25,0
Illinois,Gallatin,4,0,0,0,4,52,14,37,1,0
Illinois,Greene,13,0,0,0,13,14,4,10,0,0
Illinois,Hancock,7,0,1,0,6,118,29,87,2,0
Illinois,Iroquois,11,0,0,2,9,151,59,80,12,1
Illinois,Jasper,1,0,0,0,1,8,5,1,2,0
Illinois,Jefferson,57,1,3,5,48,236,84,135,17,2
Illinois,Jo Daviess,12,0,5,1,6,86,16,64,6,1
Illinois,Knox,51,1,11,1,38,155,55,87,13,0
Illinois,Lee,29,0,0,0,29,126,48,72,6,1
Illinois,Livingston,28,0,5,0,23,89,25,53,11,1
Illinois,Logan,9,0,2,0,7,47,21,21,5,0
Illinois,Marion,30,0,13,0,17,190,81,84,25,0
Illinois,Mason,13,0,7,0,6,87,24,59,4,0
Illinois,Massac,10,0,0,0,10,116,43,67,6,9
Illinois,McDonough,11,0,1,0,10,31,12,18,1,0
Illinois,Montgomery,21,0,1,0,20,174,63,109,2,2
Illinois,Morgan,28,0,16,0,12,101,36,65,0,0
Illinois,Ogle,17,0,3,2,12,102,23,69,10,1
Illinois,Perry,11,0,0,0,11,78,24,44,10,0
Illinois,Pike,10,0,2,0,8,41,15,25,1,0
Illinois,Putnam,1,1,0,0,0,13,2,10,1,0
Illinois,Randolph,1,0,0,0,1,19,6,13,0,0
Illinois,Richland,15,0,3,0,12,87,46,36,5,0
Illinois,Saline,31,0,0,1,30,127,30,83,14,3
Illinois,Schuyler,3,0,1,0,2,2,0,2,0,0
Illinois,Scott,1,0,1,0,0,15,7,7,1,0
Illinois,Shelby,5,0,5,0,0,41,20,20,1,1
Illinois,Stephenson,13,0,9,0,4,125,23,94,8,0
Illinois,Union,17,0,5,0,12,85,23,49,13,0
Illinois,Wabash,0,0,0,0,0,7,0,5,2,1
Illinois,White,22,0,4,0,18,161,37,120,4,0
Illinois,Whiteside,27,0,9,1,17,94,29,51,14,0
Indiana,Allen,146,0,21,26,99,643,155,425,63,2
Indiana,Brown,41,0,3,0,38,213,56,143,14,0
Indiana,Clark,105,0,6,13,86,386,103,231,52,
Indiana,Delaware,48,0,10,0,38,294,73,177,44,3
Indiana,Floyd,13,0,0,1,12,295,38,227,30,
Indiana,Franklin,2,0,0,1,1,168,58,83,27,0
Indiana,Hancock,46,0,4,8,34,233,52,143,38,0
Indiana,Johnson,46,0,0,6,40,471,62,407,2,0
Indiana,Lake,44,3,2,11,28,529,57,405,67,2
Indiana,La Porte,65,0,4,6,55,354,112,211,31,0
Indiana,Madison,32,2,14,2,14,449,109,321,19,2
Indiana,Monroe,65,0,17,2,46,638,90,472,76,1
Indiana,Porter,29,0,8,1,20,271,58,185,28,
Indiana,Shelby,51,0,7,1,43,181,53,97,31,1
Indiana,Tippecanoe,34,0,12,6,16,475,142,306,27,3
Indiana,Vanderburgh,43,0,9,6,28,614,87,485,42,3
Indiana,Vigo,90,2,9,8,71,906,316,462,128,18
Indiana,Warrick,120,1,9,9,101,576,87,443,46,0
Indiana,Clinton,9,0,4,3,2,163,43,105,15,1
Indiana,DeKalb,6,0,5,0,1,127,28,78,21,
Indiana,Gibson,28,1,4,3,20,123,28,75,20,0
Indiana,Grant,27,1,1,6,19,206,88,110,8,0
Indiana,Jackson,17,1,4,1,11,341,78,245,18,
Indiana,Jay,16,0,0,2,14,65,3,59,3,
Indiana,Jennings,3,0,2,0,1,116,70,46,0,
Indiana,Scott,9,0,7,1,1,192,45,137,10,
Indiana,Starke,15,0,1,2,12,191,17,157,17,0
Indiana,Steuben,11,0,7,1,3,383,102,249,32,2
Indiana,Wayne,12,0,7,0,5,118,35,73,10,
Indiana,White,0,0,0,0,0,21,19,1,1,
IOWA6,,,,,,,,,,,
Kansas,Butler,43,0,6,3,34,431,127,263,41,2
Kansas,Geary,21,0,2,0,19,27,9,18,0,0
Kansas,Harvey,7,0,1,0,6,68,33,30,5,2
Kansas,Jackson,33,1,6,0,26,129,25,90,14,3
Kansas,Jefferson,29,1,6,1,21,189,38,134,17,2
Kansas,Johnson,61,0,6,1,54,203,33,146,24,4
Kansas,Leavenworth,52,2,5,2,43,201,75,90,36,5
Kansas,Miami,43,0,6,0,37,177,51,100,26,2
Kansas,Osage,10,0,5,0,5,59,20,34,5,1
Kansas,Pottawatomie,33,1,0,0,32,199,45,134,20,2
Kansas,Riley County Police Department,251,1,57,28,165,"1,283",165,"1,029",89,16
Kansas,Sedgwick,134,4,11,9,110,528,169,275,84,6
Kansas,Shawnee,93,0,7,6,80,956,230,607,119,10
Kansas,Sumner,22,1,1,4,16,176,68,90,18,1
Kansas,Allen,9,0,2,0,7,53,18,34,1,2
Kansas,Anderson,8,0,0,0,8,40,8,27,5,1
Kansas,Atchison,3,0,0,0,3,22,2,16,4,0
Kansas,Bourbon,26,0,2,1,23,54,19,30,5,5
Kansas,Brown,4,0,0,0,4,8,3,4,1,1
Kansas,Cherokee,29,0,6,0,23,153,63,73,17,5
Kansas,Cheyenne,4,0,2,0,2,26,7,17,2,0
Kansas,Clark,3,0,0,0,3,11,2,7,2,1
Kansas,Clay,3,0,1,0,2,14,6,8,0,0
Kansas,Cloud,3,0,2,0,1,49,20,21,8,2
Kansas,Comanche,1,0,1,0,0,10,2,6,2,0
Kansas,Cowley,33,0,9,2,22,123,42,69,12,1
Kansas,Dickinson,19,1,4,0,14,108,31,58,19,4
Kansas,Edwards,3,0,0,0,3,22,9,12,1,0
Kansas,Ellis,10,0,2,0,8,48,15,31,2,2
Kansas,Ellsworth,6,0,3,0,3,34,9,22,3,1
Kansas,Finney,33,1,7,2,23,150,49,94,7,0
Kansas,Ford,13,0,0,0,13,65,27,28,10,0
Kansas,Franklin,40,0,3,0,37,154,43,95,16,2
Kansas,Grant,2,0,0,1,1,20,5,11,4,0
Kansas,Gray,4,0,3,0,1,59,12,43,4,0
Kansas,Greenwood,14,0,4,0,10,72,13,51,8,0
Kansas,Hamilton,3,0,1,0,2,27,8,17,2,0
Kansas,Haskell,6,0,0,0,6,30,8,20,2,0
Kansas,Kearny3,19,0,3,0,16,,,70,10,0
Kansas,Kingman,2,0,0,0,2,70,21,43,6,0
Kansas,Kiowa,2,0,1,0,1,27,8,19,0,0
Kansas,Labette,19,0,1,0,18,48,12,35,1,0
Kansas,Logan,3,0,0,0,3,15,6,9,0,0
Kansas,Lyon,16,0,2,1,13,61,14,41,6,1
Kansas,Marion,27,0,1,1,25,43,18,17,8,1
Kansas,Marshall,2,0,0,0,2,16,8,4,4,0
Kansas,Mitchell,3,0,0,0,3,12,6,5,1,0
Kansas,Montgomery,17,0,3,0,14,132,52,70,10,1
Kansas,Morton,1,0,0,0,1,24,10,12,2,0
Kansas,Nemaha,1,0,0,0,1,34,11,21,2,2
Kansas,Neosho,21,0,4,0,17,66,27,27,12,2
Kansas,Ness,4,0,0,0,4,33,7,22,4,0
Kansas,Norton,1,0,0,0,1,18,3,10,5,1
Kansas,Ottawa,2,1,0,0,1,42,14,26,2,2
Kansas,Pawnee,2,0,0,0,2,18,12,6,0,0
Kansas,Phillips,4,0,0,0,4,0,0,0,0,1
Kansas,Pratt,4,0,2,0,2,28,12,14,2,0
Kansas,Reno,26,0,5,0,21,235,67,133,35,3
Kansas,Republic,1,0,0,0,1,36,8,24,4,0
Kansas,Rice,6,0,0,1,5,37,17,17,3,0
Kansas,Rooks,6,0,0,0,6,16,7,8,1,8
Kansas,Rush,3,0,0,0,3,54,17,31,6,0
Kansas,Russell,29,0,2,1,26,45,14,25,6,0
Kansas,Saline,26,1,3,0,22,106,31,65,10,3
Kansas,Seward,3,0,1,0,2,12,3,6,3,0
Kansas,Sherman,0,0,0,0,0,1,0,1,0,0
Kansas,Smith,2,1,0,0,1,5,1,2,2,0
Kansas,Stafford,5,0,0,0,5,32,15,13,4,0
Kansas,Thomas,8,0,0,0,8,50,14,32,4,1
Kansas,Trego,0,0,0,0,0,16,5,10,1,1
Kansas,Washington,4,0,0,0,4,5,1,3,1,0
Kansas,Wilson,19,0,3,0,16,50,13,28,9,0
Kansas,Woodson,2,0,0,0,2,49,21,26,2,0
Kentucky,Allen,6,0,2,1,3,137,55,64,18,1
Kentucky,Boone,56,0,23,12,21,824,142,579,103,1
Kentucky,Bourbon,2,0,0,0,2,45,16,25,4,0
Kentucky,Boyd,13,0,3,3,7,184,62,91,31,0
Kentucky,Bracken,3,0,0,0,3,46,20,18,8,0
Kentucky,Bullitt,29,1,8,3,17,371,100,203,68,0
Kentucky,Butler,1,0,0,0,1,56,19,30,7,0
Kentucky,Campbell,1,0,0,0,1,0,0,0,0,0
Kentucky,Campbell County Police Department,20,0,11,1,8,141,35,93,13,0
Kentucky,Carter,6,0,1,1,4,71,25,24,22,0
Kentucky,Christian,23,1,5,2,15,325,114,172,39,1
Kentucky,Clark,10,0,3,2,5,158,68,73,17,0
Kentucky,Daviess,14,2,4,4,4,395,104,249,42,0
Kentucky,Edmonson,5,0,1,1,3,28,7,13,8,1
Kentucky,Fayette,0,0,0,0,0,0,0,0,0,0
Kentucky,Gallatin,5,0,1,0,4,43,12,21,10,0
Kentucky,Grant,12,0,3,0,9,115,37,65,13,1
Kentucky,Greenup,5,0,0,0,5,33,14,13,6,1
Kentucky,Hancock,0,0,0,0,0,9,3,5,1,0
Kentucky,Hardin,5,3,0,0,2,160,56,86,18,0
Kentucky,Henderson,20,0,8,1,11,148,41,93,14,0
Kentucky,Henry,1,0,0,0,1,7,3,3,1,0
Kentucky,Jefferson,0,0,0,0,0,1,1,0,0,0
Kentucky,Jessamine,13,1,5,1,6,231,84,133,14,1
Kentucky,Kenton,0,0,0,0,0,3,0,3,0,0
Kentucky,Kenton County Police Department,12,0,9,1,2,113,28,80,5,1
Kentucky,Larue,5,0,1,1,3,45,20,18,7,0
Kentucky,McLean,6,0,3,0,3,45,20,22,3,0
Kentucky,Meade,5,0,0,2,3,144,49,54,41,1
Kentucky,Oldham,0,0,0,0,0,4,0,4,0,0
Kentucky,Oldham County Police Department,25,0,10,5,10,332,90,212,30,3
Kentucky,Pendleton,7,0,0,0,7,62,17,36,9,0
Kentucky,Scott,10,0,1,5,4,157,37,99,21,0
Kentucky,Shelby,17,0,1,4,12,253,46,189,18,0
Kentucky,Spencer,0,0,0,0,0,70,27,39,4,0
Kentucky,Trigg,4,0,2,0,2,92,49,36,7,1
Kentucky,Warren,44,1,14,4,25,421,156,229,36,2
Kentucky,Woodford,2,0,0,1,1,26,5,20,1,0
Kentucky,Adair,4,0,1,0,3,11,2,4,5,0
Kentucky,Anderson,4,0,0,0,4,53,22,24,7,1
Kentucky,Ballard,4,0,1,0,3,78,34,37,7,2
Kentucky,Barren,18,1,1,4,12,120,61,42,17,1
Kentucky,Bath,0,0,0,0,0,11,2,4,5,0
Kentucky,Bell,12,0,2,1,9,136,43,74,19,4
Kentucky,Boyle,5,0,2,0,3,38,19,10,9,0
Kentucky,Breathitt,0,0,0,0,0,2,0,1,1,0
Kentucky,Breckinridge,3,0,1,0,2,13,0,8,5,0
Kentucky,Caldwell,2,0,0,0,2,38,15,19,4,1
Kentucky,Calloway,14,1,8,0,5,245,105,114,26,1
Kentucky,Carlisle,1,0,0,0,1,15,8,5,2,0
Kentucky,Carroll,2,0,0,0,2,6,2,3,1,0
Kentucky,Casey,3,0,0,2,1,23,9,10,4,0
Kentucky,Clay,4,0,0,0,4,81,22,26,33,2
Kentucky,Clinton,3,0,0,0,3,17,3,6,8,0
Kentucky,Crittenden,2,0,0,0,2,19,6,7,6,0
Kentucky,Cumberland,0,0,0,0,0,7,5,2,0,0
Kentucky,Fleming,2,0,0,0,2,19,2,12,5,0
Kentucky,Floyd,4,0,0,0,4,47,17,22,8,0
Kentucky,Franklin,30,1,8,5,16,260,81,149,30,0
Kentucky,Fulton,0,0,0,0,0,5,1,3,1,0
Kentucky,Garrard County Police Department,4,0,0,0,4,73,22,41,10,0
Kentucky,Graves,24,1,7,3,13,281,108,146,27,4
Kentucky,Grayson,12,0,2,0,10,65,14,41,10,0
Kentucky,Green,1,0,0,0,1,5,2,2,1,0
Kentucky,Harlan,7,0,0,0,7,27,12,13,2,0
Kentucky,Harrison,1,0,0,0,1,86,38,38,10,0
Kentucky,Hart,3,0,0,0,3,40,12,22,6,0
Kentucky,Hickman,1,0,0,0,1,8,2,3,3,1
Kentucky,Hopkins,16,0,4,1,11,267,90,133,44,5
Kentucky,Jackson,2,0,1,0,1,61,26,18,17,0
Kentucky,Johnson,9,0,3,0,6,45,12,13,20,0
Kentucky,Knott,0,0,0,0,0,16,3,8,5,0
Kentucky,Knox,19,0,0,3,16,142,70,34,38,2
Kentucky,Laurel,36,2,8,5,21,503,142,255,106,1
Kentucky,Lawrence,2,0,0,0,2,34,18,6,10,0
Kentucky,Lee,0,0,0,0,0,7,2,3,2,0
Kentucky,Letcher,3,0,2,0,1,9,5,0,4,0
Kentucky,Lewis,3,0,0,0,3,17,8,3,6,0
Kentucky,Lincoln,6,0,0,1,5,77,33,23,21,0
Kentucky,Livingston,3,0,0,0,3,73,41,26,6,0
Kentucky,Logan,19,0,8,3,8,117,43,67,7,4
Kentucky,Lyon,0,0,0,0,0,41,22,17,2,0
Kentucky,Madison3,29,0,3,3,23,,,177,34,0
Kentucky,Magoffin,0,0,0,0,0,12,2,5,5,1
Kentucky,Marion,3,0,0,0,3,69,24,27,18,0
Kentucky,Marshall,11,1,5,0,5,204,86,94,24,2
Kentucky,Martin,3,0,0,0,3,20,6,8,6,0
Kentucky,Mason,7,0,0,3,4,72,27,40,5,0
Kentucky,McCracken,38,0,12,10,16,508,138,317,53,5
Kentucky,McCreary,2,0,0,0,2,55,10,30,15,0
Kentucky,Menifee,0,0,0,0,0,27,12,12,3,1
Kentucky,Mercer,4,0,2,0,2,30,12,11,7,0
Kentucky,Metcalfe,0,0,0,0,0,82,35,40,7,0
Kentucky,Monroe,2,0,0,0,2,13,8,2,3,0
Kentucky,Montgomery,7,1,1,1,4,195,69,100,26,0
Kentucky,Morgan,1,0,0,0,1,10,3,5,2,0
Kentucky,Muhlenberg,8,0,1,1,6,66,28,21,17,0
Kentucky,Nelson,16,4,6,3,3,177,55,96,26,1
Kentucky,Ohio,25,0,12,4,9,103,40,43,20,1
Kentucky,Owen,1,0,0,0,1,42,19,15,8,0
Kentucky,Perry,6,0,0,1,5,40,12,14,14,1
Kentucky,Pike,1,0,0,0,1,36,8,21,7,0
Kentucky,Powell,1,0,0,0,1,15,2,6,7,0
Kentucky,Pulaski3,39,2,16,6,15,,,152,76,0
Kentucky,Robertson,0,0,0,0,0,5,3,1,1,0
Kentucky,Rockcastle,4,0,1,0,3,44,22,10,12,0
Kentucky,Rowan,7,0,0,1,6,72,26,35,11,1
Kentucky,Russell,9,0,0,0,9,13,4,8,1,0
Kentucky,Simpson,7,0,1,2,4,48,24,19,5,0
Kentucky,Taylor,11,0,2,5,4,188,74,93,21,1
Kentucky,Todd,4,0,0,0,4,51,20,22,9,0
Kentucky,Trimble,1,0,0,0,1,13,5,5,3,1
Kentucky,Union,4,0,1,0,3,43,26,13,4,0
Kentucky,Washington,3,0,0,0,3,31,8,14,9,0
Kentucky,Wayne,0,0,0,0,0,42,14,16,12,1
Kentucky,Webster,1,0,0,0,1,11,2,8,1,0
Kentucky,Whitley,6,0,0,0,6,118,42,52,24,0
Kentucky,Wolfe,0,0,0,0,0,13,4,5,4,0
Louisiana,Acadia,111,3,8,16,84,618,257,315,46,0
Louisiana,Ascension,321,2,14,31,274,"2,882",541,"2,170",171,4
Louisiana,Assumption,76,0,6,0,70,263,79,171,13,0
Louisiana,Bossier,56,2,6,5,43,586,107,427,52,3
Louisiana,Caddo,50,1,0,9,40,609,158,386,65,0
Louisiana,Calcasieu,434,3,65,26,340,"4,838","1,216","3,250",372,3
Louisiana,De Soto,57,1,9,0,47,370,111,234,25,1
Louisiana,East Baton Rouge,563,11,52,201,299,"6,724",891,"5,467",366,7
Louisiana,East Feliciana,60,4,4,3,49,160,41,94,25,0
Louisiana,Iberville,228,4,10,18,196,390,94,291,5,0
Louisiana,Jefferson,"1,448",24,94,286,"1,044","9,520","1,297","7,595",628,42
Louisiana,Lafayette,299,3,28,26,242,"1,419",332,919,168,14
Louisiana,Lafourche,211,6,26,11,168,"1,685",312,"1,281",92,7
Louisiana,Livingston,403,10,42,13,338,"3,231",877,"2,332",22,3
Louisiana,Morehouse,39,1,2,1,35,273,74,192,7,0
Louisiana,Ouachita5,404,2,37,47,318,"2,850",917,"1,734",199,11
Louisiana,Plaquemines,39,1,2,1,35,130,25,93,12,1
Louisiana,Pointe Coupee,139,2,8,11,118,335,72,234,29,0
Louisiana,St. Bernard,116,3,5,36,72,"1,514",215,"1,218",81,11
Louisiana,St. Charles,151,2,5,22,122,838,185,598,55,3
Louisiana,St. Helena,43,5,1,2,35,106,46,51,9,0
Louisiana,St. James,43,0,3,2,38,295,51,216,28,0
Louisiana,St. John the Baptist,101,4,4,32,61,951,221,672,58,2
Louisiana,St. Martin,116,4,18,7,87,652,141,467,44,0
Louisiana,St. Tammany,210,8,30,25,147,"1,455",262,"1,078",115,3
Louisiana,Tangipahoa,689,8,47,89,545,"2,357",764,"1,345",248,14
Louisiana,Terrebonne,251,1,19,31,200,"2,208",328,"1,777",103,7
Louisiana,Union,67,1,8,3,55,209,49,143,17,0
Louisiana,Vermilion,74,1,1,2,70,754,289,276,189,0
Louisiana,West Baton Rouge,34,0,4,3,27,475,45,380,50,0
Louisiana,West Feliciana,39,2,6,0,31,96,25,68,3,0
Louisiana,Allen,24,0,5,1,18,130,27,93,10,1
Louisiana,Avoyelles,197,1,7,0,189,395,135,231,29,0
Louisiana,Beauregard,18,0,7,0,11,156,17,127,12,4
Louisiana,Bienville,57,0,3,10,44,172,62,99,11,0
Louisiana,Caldwell,36,0,0,0,36,250,76,164,10,2
Louisiana,Catahoula,40,0,3,0,37,108,43,63,2,0
Louisiana,Claiborne,8,0,1,2,5,102,25,71,6,0
Louisiana,Concordia,66,2,1,7,56,340,112,220,8,1
Louisiana,Evangeline,34,1,4,2,27,305,71,202,32,0
Louisiana,Franklin,38,1,1,0,36,128,35,80,13,0
Louisiana,Jackson,11,1,2,4,4,105,19,84,2,0
Louisiana,La Salle,78,1,3,2,72,48,14,30,4,0
Louisiana,Lincoln,52,0,2,1,49,158,48,106,4,0
Louisiana,Madison,20,2,1,1,16,27,8,16,3,0
Louisiana,Natchitoches,50,2,5,3,40,355,79,240,36,0
Louisiana,Red River,27,0,0,0,27,112,26,77,9,0
Louisiana,Richland,28,0,2,1,25,47,30,16,1,1
Louisiana,Sabine,16,2,3,0,11,229,12,214,3,0
Louisiana,St. Landry,146,1,9,7,129,996,541,383,72,0
Louisiana,St. Mary,131,1,13,18,99,706,151,510,45,3
Louisiana,Vernon,55,0,18,1,36,507,84,380,43,3
Louisiana,Washington,182,0,24,7,151,612,183,373,56,2
Louisiana,Webster,17,0,1,6,10,155,73,62,20,2
Louisiana,West Carroll,40,0,1,0,39,118,32,75,11,0
Louisiana,Winn,24,0,0,0,24,69,26,36,7,0
Maine,Androscoggin,7,0,2,1,4,113,32,72,9,1
Maine,Cumberland,24,0,3,3,18,412,110,283,19,1
Maine,Penobscot,8,0,0,4,4,248,54,182,12,0
Maine,Sagadahoc,4,0,1,0,3,112,26,83,3,0
Maine,York,20,0,4,1,15,272,69,189,14,1
Maine,Aroostook,3,0,0,0,3,59,15,39,5,1
Maine,Franklin,10,0,6,0,4,38,15,20,3,0
Maine,Hancock,5,0,1,0,4,79,18,55,6,1
Maine,Kennebec,13,0,6,0,7,129,35,91,3,0
Maine,Knox,5,0,0,2,3,158,27,126,5,0
Maine,Lincoln,31,0,15,4,12,167,24,128,15,0
Maine,Oxford,16,0,7,1,8,286,84,189,13,1
Maine,Piscataquis,7,0,0,1,6,52,20,29,3,0
Maine,Somerset,26,1,11,5,9,334,83,225,26,0
Maine,Waldo,14,0,4,3,7,96,29,56,11,0
Maine,Washington,10,0,3,1,6,99,24,64,11,0
Maryland,Allegany,40,1,5,6,28,263,51,203,9,2
Maryland,Anne Arundel,0,0,0,0,0,0,0,0,0,0
Maryland,Anne Arundel County Police Department,"1,825",22,141,425,"1,237","9,557","1,226","7,703",628,29
Maryland,Baltimore County,0,0,0,0,0,0,0,0,0,0
Maryland,Baltimore County Police Department,"4,823",27,346,"1,332","3,118","21,223","2,605","16,776","1,842",120
Maryland,Calvert,94,1,12,16,65,830,135,651,44,1
Maryland,Carroll,119,1,33,11,74,708,99,565,44,0
Maryland,Cecil,74,2,15,22,35,439,117,292,30,4
Maryland,Charles,610,11,48,111,440,"2,191",223,"1,808",160,22
Maryland,Frederick,170,0,23,22,125,"1,233",178,"1,013",42,3
Maryland,Harford,348,8,53,62,225,"1,894",287,"1,506",101,0
Maryland,Howard,0,0,0,0,0,0,0,0,0,0
Maryland,Howard County Police Department,643,1,73,130,439,"4,548",442,"3,852",254,62
Maryland,Montgomery,0,0,0,0,0,0,0,0,0,0
Maryland,Montgomery County Police Department,"1,458",19,287,521,631,"13,080","1,342","10,988",750,11
Maryland,Prince George's County Police Department,"2,001",50,214,825,912,"12,702","1,752","8,620","2,330",104
Maryland,Queen Anne's,33,1,7,7,18,354,74,272,8,0
Maryland,Somerset,31,0,1,0,30,42,10,32,0,0
Maryland,St. Mary's,221,2,26,53,140,"1,698",418,"1,217",63,6
Maryland,Washington,313,3,16,32,262,"1,469",311,"1,100",58,0
Maryland,Wicomico,97,0,11,11,75,583,160,388,35,4
Maryland,Worcester,8,0,2,2,4,198,32,159,7,0
Maryland,Caroline,14,0,6,5,3,171,37,126,8,
Maryland,Dorchester,20,0,2,4,14,146,35,99,12,0
Maryland,Garrett,50,0,7,1,42,193,65,119,9,0
Maryland,Kent,5,0,3,0,2,54,17,37,0,0
Maryland,Talbot,27,0,4,2,21,140,47,88,5,0
Michigan,Bay,59,4,14,8,33,443,63,353,27,8
Michigan,Berrien,128,1,38,5,84,606,177,398,31,2
Michigan,Calhoun,122,0,30,3,89,636,188,417,31,3
Michigan,Clinton,21,0,9,1,11,117,42,65,10,0
Michigan,Eaton,151,1,44,29,77,"1,010",166,783,61,4
Michigan,Genesee,99,0,16,3,80,363,62,274,27,2
Michigan,Ingham,160,0,46,8,106,546,131,382,33,1
Michigan,Ionia,72,1,37,1,33,242,58,167,17,2
Michigan,Jackson,179,2,39,3,135,466,69,351,46,1
Michigan,Kalamazoo,275,2,45,43,185,"2,756",564,"2,004",188,16
Michigan,Kent,415,8,157,43,207,"2,419",361,"1,926",132,15
Michigan,Lapeer,51,0,22,0,29,286,89,178,19,4
Michigan,Livingston,82,0,36,8,38,483,113,347,23,3
Michigan,Macomb,321,2,62,21,236,"1,081",152,826,103,7
Michigan,Midland,54,0,27,0,27,252,64,174,14,0
Michigan,Monroe,192,1,69,16,106,"1,287",291,889,107,13
Michigan,Montcalm,21,0,13,0,8,130,21,99,10,2
Michigan,Muskegon,83,0,34,6,43,591,97,458,36,2
Michigan,Oakland,25,0,12,0,13,30,3,23,4,2
Michigan,Ottawa,550,3,227,23,297,"2,242",433,"1,718",91,19
Michigan,Saginaw,115,4,30,6,75,504,77,406,21,2
Michigan,Shiawassee,18,0,5,0,13,167,35,112,20,0
Michigan,St. Clair,242,1,40,4,197,684,165,467,52,10
Michigan,Washtenaw,524,6,70,47,401,"1,359",287,941,131,17
Michigan,Wayne,1,0,0,0,1,4,0,4,0,0
Michigan,Alcona,10,0,5,1,4,52,14,36,2,0
Michigan,Alger,0,0,0,0,0,2,0,2,0,0
Michigan,Allegan,90,0,9,2,79,535,109,364,62,3
Michigan,Alpena,14,0,4,0,10,73,15,58,0,0
Michigan,Antrim,27,1,9,0,17,129,52,68,9,1
Michigan,Arenac,35,0,6,1,28,65,20,37,8,1
Michigan,Baraga,4,0,0,0,4,22,6,12,4,0
Michigan,Barry,63,0,31,3,29,295,76,203,16,2
Michigan,Benzie,21,0,6,0,15,61,11,46,4,1
Michigan,Branch,9,0,5,1,3,105,56,46,3,0
Michigan,Charlevoix,18,0,6,0,12,78,22,52,4,0
Michigan,Cheboygan,20,0,13,0,7,37,10,26,1,1
Michigan,Chippewa,7,0,1,0,6,29,11,17,1,0
Michigan,Clare,71,0,21,0,50,256,93,146,17,1
Michigan,Crawford,11,0,5,0,6,70,22,34,14,0
Michigan,Delta,7,0,4,0,3,58,7,44,7,0
Michigan,Emmet,47,0,12,1,34,107,12,90,5,1
Michigan,Gladwin,27,0,6,1,20,124,38,77,9,0
Michigan,Gogebic,4,0,0,1,3,105,91,13,1,0
Michigan,Grand Traverse,133,1,35,3,94,487,50,419,18,9
Michigan,Gratiot,38,0,20,1,17,252,35,213,4,1
Michigan,Hillsdale,37,3,7,0,27,111,36,64,11,0
Michigan,Houghton,3,0,1,0,2,59,15,40,4,0
Michigan,Huron,17,0,5,0,12,81,24,56,1,1
Michigan,Iosco,4,0,0,0,4,5,2,3,0,0
Michigan,Iron,12,0,4,0,8,18,4,14,0,0
Michigan,Isabella,39,1,10,1,27,262,68,180,14,3
Michigan,Kalkaska,46,0,0,0,46,156,30,122,4,0
Michigan,Keweenaw,3,0,0,0,3,8,2,6,0,0
Michigan,Lake,44,0,13,2,29,201,65,128,8,6
Michigan,Leelanau,5,0,1,0,4,40,12,26,2,0
