State,County,Violent_crime,MNNM,"Rape
(revised
definition)1","Rape
(legacy
definition)2",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
Oklahoma,Canadian,12,1,0,,0,11,197,76,104,17,1
Oklahoma,Cleveland,52,1,8,,4,39,303,126,147,30,5
Oklahoma,Comanche,23,1,3,,6,13,234,79,130,25,4
Oklahoma,Cotton,0,0,0,,0,0,8,1,7,0,0
Oklahoma,Creek,58,2,14,,2,40,357,130,167,60,4
Oklahoma,Garfield,6,0,2,,0,4,130,40,82,8,3
Oklahoma,Grady,17,0,4,,2,11,239,86,130,23,0
Oklahoma,Le Flore,57,1,1,,0,55,334,113,187,34,5
Oklahoma,Lincoln,29,0,5,,3,21,211,69,122,20,1
Oklahoma,Logan,38,0,8,,3,27,302,106,174,22,2
Oklahoma,McClain,24,1,5,,1,17,236,71,135,30,3
Oklahoma,Oklahoma,22,0,2,,1,19,190,47,113,30,1
Oklahoma,Okmulgee,29,0,8,,1,20,232,91,114,27,9
Oklahoma,Osage,39,2,6,,1,30,305,110,159,36,6
Oklahoma,Pawnee,9,0,1,,0,8,61,27,26,8,1
Oklahoma,Rogers,81,2,23,,1,55,485,188,255,42,9
Oklahoma,Sequoyah,60,0,9,,1,50,379,137,216,26,8
Oklahoma,Tulsa,220,1,29,,16,174,888,337,404,147,4
Oklahoma,Wagoner,65,0,9,,4,52,557,222,286,49,9
Oklahoma,Adair,84,1,4,,2,77,201,71,114,16,4
Oklahoma,Alfalfa,1,0,0,,0,1,27,10,14,3,0
Oklahoma,Atoka,6,0,4,,0,2,73,39,28,6,1
Oklahoma,Beaver,2,0,0,,0,2,26,9,16,1,0
Oklahoma,Beckham,7,1,0,,0,6,105,40,54,11,2
Oklahoma,Blaine,3,1,0,,1,1,29,8,20,1,0
Oklahoma,Caddo,41,3,4,,0,34,192,81,109,2,0
Oklahoma,Carter,19,0,2,,1,16,192,73,99,20,3
Oklahoma,Cherokee,62,1,13,,4,44,526,202,263,61,2
Oklahoma,Choctaw,12,0,0,,0,12,126,108,12,6,2
Oklahoma,Cimarron,0,0,0,,0,0,6,1,3,2,0
Oklahoma,Coal,8,1,0,,0,7,48,9,32,7,3
Oklahoma,Craig,8,0,3,,0,5,52,14,36,2,3
Oklahoma,Custer,11,0,3,,2,6,80,30,39,11,1
Oklahoma,Delaware,35,0,4,,0,31,188,80,96,12,2
Oklahoma,Dewey,2,0,1,,0,1,30,11,17,2,1
Oklahoma,Ellis,0,0,0,,0,0,62,29,29,4,1
Oklahoma,Garvin,20,0,3,,2,15,288,100,160,28,10
Oklahoma,Grant,0,0,0,,0,0,12,6,6,0,0
Oklahoma,Harmon,0,0,0,,0,0,21,7,13,1,1
Oklahoma,Harper,1,0,0,,0,1,14,4,10,0,0
Oklahoma,Hughes,19,0,0,,1,18,132,51,66,15,6
Oklahoma,Jackson,4,0,2,,0,2,63,24,30,9,1
Oklahoma,Jefferson,4,0,1,,1,2,38,10,25,3,1
Oklahoma,Johnston,21,0,2,,0,19,69,30,27,12,0
Oklahoma,Kay,22,0,2,,2,18,102,70,27,5,1
Oklahoma,Kingfisher,3,0,0,,0,3,45,10,24,11,0
Oklahoma,Kiowa,3,0,1,,0,2,28,6,21,1,1
Oklahoma,Latimer,19,0,1,,0,18,82,37,36,9,1
Oklahoma,Love,12,0,1,,0,11,22,5,15,2,0
Oklahoma,Major,1,0,0,,0,1,36,6,25,5,0
Oklahoma,Marshall,18,0,1,,0,17,163,87,64,12,2
Oklahoma,Mayes,35,0,7,,1,27,204,59,118,27,5
Oklahoma,McCurtain,24,1,1,,0,22,321,138,151,32,9
Oklahoma,McIntosh,26,0,2,,1,23,193,77,88,28,3
Oklahoma,Murray,3,0,0,,0,3,28,8,16,4,0
Oklahoma,Muskogee,74,5,9,,3,57,280,116,138,26,11
Oklahoma,Noble,5,0,1,,0,4,68,21,45,2,1
Oklahoma,Nowata,2,0,0,,0,2,35,10,25,0,1
Oklahoma,Okfuskee,24,1,5,,1,17,78,26,44,8,3
Oklahoma,Ottawa,4,0,3,,0,1,112,57,36,19,0
Oklahoma,Payne,25,0,5,,3,17,327,125,171,31,7
Oklahoma,Pittsburg,48,2,2,,0,44,394,196,170,28,7
Oklahoma,Pontotoc,27,0,3,,0,24,290,102,151,37,5
Oklahoma,Pottawatomie,49,1,3,,0,45,474,184,206,84,2
Oklahoma,Pushmataha,6,0,2,,0,4,56,35,13,8,2
Oklahoma,Roger Mills,2,0,0,,0,2,47,13,32,2,0
Oklahoma,Seminole,13,1,3,,0,9,293,103,168,22,2
Oklahoma,Stephens,12,0,3,,0,9,120,31,81,8,1
Oklahoma,Texas,4,1,0,,0,3,43,17,25,1,0
Oklahoma,Tillman,2,0,0,,0,2,58,19,37,2,1
Oklahoma,Washita,19,0,4,,0,15,85,26,53,6,4
Oklahoma,Woods,4,0,1,,0,3,27,5,20,2,0
Oklahoma,Woodward,9,0,2,,0,7,87,30,49,8,2
Oregon,Benton,22,1,6,,1,14,187,57,122,8,5
Oregon,Deschutes,94,0,15,,5,74,652,170,436,46,5
Oregon,Jackson,180,3,21,,12,144,"1,449",423,888,138,9
Oregon,Josephine,17,3,1,,2,11,382,137,130,115,1
Oregon,Linn,29,1,,15,1,12,"1,005",274,643,88,8
Oregon,Marion,70,2,,19,17,32,"1,906",342,"1,282",282,7
Oregon,Polk,45,0,1,,2,42,248,107,114,27,4
Oregon,Yamhill,45,0,13,,8,24,572,153,376,43,4
Oregon,Baker,7,0,,0,0,7,52,18,32,2,0
Oregon,Clatsop,14,0,,1,2,11,212,63,129,20,3
Oregon,Coos,21,0,,2,6,13,541,151,347,43,5
Oregon,Crook7,23,2,4,,1,16,153,39,110,4,3
Oregon,Grant,0,0,,0,0,0,27,2,25,0,0
Oregon,Harney,4,0,1,,0,3,12,6,5,1,1
Oregon,Hood River,17,0,1,,2,14,137,44,84,9,1
Oregon,Jefferson,14,0,3,,2,9,173,47,108,18,2
Oregon,Klamath,70,0,,14,8,48,842,259,493,90,11
Oregon,Malheur,5,1,,0,1,3,134,58,65,11,0
Oregon,Morrow7,16,0,5,,0,11,244,66,140,38,6
Oregon,Tillamook,14,1,4,,0,9,251,77,147,27,1
Oregon,Umatilla,37,0,6,,2,29,338,100,210,28,4
Oregon,Union,10,0,6,,1,3,241,68,156,17,2
Oregon,Wallowa,8,0,,0,0,8,40,19,17,4,1
Oregon,Wasco,18,1,2,,0,15,115,39,59,17,0
Oregon,Wheeler,5,0,0,,0,5,9,2,6,1,0
Pennsylvania,Allegheny,5,0,0,,3,2,2,1,1,0,0
Pennsylvania,Allegheny County Police Department,52,0,3,,1,48,185,0,158,27,98
Pennsylvania,Beaver,1,0,0,,0,1,0,0,0,0,0
Pennsylvania,Berks,2,0,0,,0,2,0,0,0,0,0
Pennsylvania,Blair,1,0,0,,0,1,0,0,0,0,0
Pennsylvania,Bucks,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Butler,1,0,0,,0,1,0,0,0,0,0
Pennsylvania,Centre,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Cumberland,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Erie,0,0,0,,0,0,1,0,1,0,0
Pennsylvania,Lancaster,0,0,0,,0,0,1,0,1,0,0
Pennsylvania,Lycoming,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Mercer,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Monroe,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Montgomery,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Northampton,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Pike,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Washington,1,0,0,,0,1,1,0,1,0,0
Pennsylvania,Westmoreland,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Wyoming,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,York,2,0,0,,0,2,0,0,0,0,0
Pennsylvania,Bedford,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Clarion,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Elk,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Indiana,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Jefferson,3,0,0,,0,3,0,0,0,0,0
Pennsylvania,Schuylkill,1,0,0,,0,1,0,0,0,0,0
Pennsylvania,Snyder,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Tioga,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Union,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Warren,0,0,0,,0,0,0,0,0,0,0
Pennsylvania,Wayne,0,0,0,,0,0,0,0,0,0,0
South Carolina,Aiken,510,8,72,,59,371,"3,282",980,"1,847",455,1
South Carolina,Anderson,752,18,48,,94,592,"6,496","1,538","4,210",748,34
South Carolina,Beaufort,429,10,64,,62,293,"2,623",613,"1,870",140,6
South Carolina,Berkeley,409,4,47,,54,304,"2,907",895,"1,710",302,12
South Carolina,Calhoun,21,2,4,,1,14,248,81,141,26,1
South Carolina,Chester,147,1,10,,15,121,531,136,357,38,5
South Carolina,Dorchester,368,7,15,,49,297,"1,939",530,"1,237",172,2
South Carolina,Fairfield,151,2,10,,9,130,559,179,332,48,7
South Carolina,Florence,232,3,16,,53,160,"2,231",567,"1,406",258,4
South Carolina,Greenville,"1,918",11,163,,298,"1,446","10,194","2,659","6,534","1,001",88
South Carolina,Horry,1,0,0,,0,1,8,0,8,0,0
South Carolina,Horry County Police Department,753,41,154,,85,473,"6,539","1,505","4,503",531,57
South Carolina,Jasper,46,9,3,,16,18,596,116,431,49,4
South Carolina,Kershaw,173,2,43,,7,121,"1,154",312,781,61,5
South Carolina,Lancaster,275,5,26,,34,210,"1,935",569,"1,282",84,12
South Carolina,Laurens,234,2,12,,11,209,"1,041",330,601,110,7
South Carolina,Lexington,578,15,57,,84,422,"4,445",906,"3,135",404,12
South Carolina,Pickens,218,4,23,,15,176,"1,649",580,889,180,3
South Carolina,Richland,"2,357",16,143,,281,"1,917","8,991","1,787","6,015","1,189",36
South Carolina,Saluda,52,0,3,,4,45,207,61,127,19,0
South Carolina,Spartanburg,654,13,100,,137,404,"4,783","1,159","3,300",324,20
South Carolina,Sumter,383,3,33,,32,315,"1,883",715,"1,011",157,14
South Carolina,Union,67,3,12,,7,45,480,136,314,30,6
South Carolina,York,371,6,39,,43,283,"2,039",528,"1,400",111,8
South Carolina,Abbeville,22,2,6,,0,14,286,118,154,14,3
South Carolina,Bamberg,25,0,2,,2,21,144,73,66,5,2
South Carolina,Barnwell,130,1,5,,5,119,317,91,199,27,2
South Carolina,Cherokee,102,2,8,,12,80,"1,154",323,772,59,5
South Carolina,Chesterfield,101,1,10,,8,82,791,242,507,42,3
South Carolina,Clarendon,120,1,10,,13,96,672,234,386,52,1
South Carolina,Colleton,255,1,24,,16,214,766,212,499,55,15
South Carolina,Dillon,168,1,6,,24,137,794,275,475,44,6
South Carolina,Georgetown,117,6,23,,12,76,"1,119",347,686,86,7
South Carolina,Greenwood,152,1,21,,11,119,"1,264",283,946,35,4
South Carolina,Hampton,57,2,5,,2,48,202,72,124,6,3
South Carolina,Lee,68,2,4,,6,56,320,111,176,33,5
South Carolina,Marion,94,0,7,,14,73,669,260,296,113,1
South Carolina,Marlboro,175,1,9,,7,158,577,193,346,38,3
South Carolina,McCormick,21,0,5,,1,15,128,75,42,11,1
South Carolina,Newberry,103,1,7,,1,94,293,89,188,16,1
South Carolina,Oconee,193,3,49,,8,133,"1,303",303,917,83,7
South Carolina,Williamsburg,144,4,11,,16,113,635,232,365,38,12
South Dakota,Custer,4,0,0,,0,4,61,9,48,4,1
South Dakota,Lincoln,20,0,1,,0,19,160,52,103,5,0
South Dakota,McCook,1,0,0,,0,1,37,7,27,3,1
South Dakota,Meade,25,1,6,,0,18,120,32,76,12,0
South Dakota,Minnehaha,46,0,8,,2,36,278,72,183,23,2
South Dakota,Pennington,120,1,47,,4,68,403,87,289,27,0
South Dakota,Turner,13,0,2,,0,11,47,12,30,5,0
South Dakota,Union,13,0,5,,0,8,61,3,55,3,1
South Dakota,Aurora,3,0,2,,0,1,14,4,6,4,0
South Dakota,Beadle,7,0,1,,1,5,19,3,12,4,0
South Dakota,Bennett,3,0,0,,0,3,5,3,1,1,0
South Dakota,Bon Homme,0,0,0,,0,0,0,0,0,0,0
South Dakota,Brookings,13,0,2,,0,11,41,17,23,1,0
South Dakota,Brown,5,0,2,,1,2,76,33,34,9,1
South Dakota,Butte,5,0,1,,0,4,70,12,52,6,0
South Dakota,Campbell,1,0,0,,0,1,9,2,7,0,1
South Dakota,Charles Mix,17,5,2,,1,9,30,6,19,5,3
South Dakota,Clark,1,0,1,,0,0,8,6,2,0,0
South Dakota,Clay,4,1,0,,0,3,50,15,29,6,0
South Dakota,Codington,8,0,2,,0,6,39,10,26,3,0
South Dakota,Corson,2,0,0,,1,1,13,4,6,3,0
South Dakota,Davison,9,0,1,,0,8,15,2,10,3,0
South Dakota,Deuel,3,0,0,,0,3,16,6,8,2,0
South Dakota,Douglas,2,0,0,,0,2,3,1,1,1,0
South Dakota,Edmunds,1,0,0,,0,1,2,1,1,0,0
South Dakota,Faulk,1,0,0,,0,1,8,2,6,0,0
South Dakota,Hamlin,4,0,0,,0,4,17,1,15,1,0
South Dakota,Hanson,1,0,0,,0,1,4,0,4,0,0
South Dakota,Harding,0,0,0,,0,0,2,0,0,2,0
South Dakota,Hughes,7,0,0,,0,7,7,1,6,0,0
South Dakota,Hutchinson,2,0,0,,2,0,7,5,2,0,0
South Dakota,Jerauld,0,0,0,,0,0,3,0,3,0,0
South Dakota,Lawrence,5,1,1,,0,3,80,9,70,1,0
South Dakota,Marshall,2,0,0,,0,2,51,23,27,1,0
South Dakota,McPherson,2,0,1,,0,1,2,1,0,1,0
South Dakota,Mellette,2,0,0,,0,2,14,6,6,2,0
South Dakota,Miner,1,0,0,,0,1,3,1,2,0,0
South Dakota,Moody,6,0,0,,0,6,15,4,8,3,0
South Dakota,Perkins,2,1,1,,0,0,6,2,4,0,0
South Dakota,Potter,0,0,0,,0,0,0,0,0,0,0
South Dakota,Roberts,6,0,0,,0,6,9,1,5,3,0
South Dakota,Shannon,0,0,0,,0,0,0,0,0,0,0
South Dakota,Spink,9,0,0,,0,9,24,10,13,1,0
South Dakota,Stanley,1,0,0,,0,1,6,1,1,4,0
South Dakota,Sully,1,0,0,,0,1,1,0,1,0,0
South Dakota,Tripp,0,0,0,,0,0,12,1,10,1,0
South Dakota,Walworth,0,0,0,,0,0,4,2,2,0,0
South Dakota,Yankton,10,0,0,,0,10,46,13,30,3,0
South Dakota,Ziebach,0,0,0,,0,0,0,0,0,0,0
Tennessee,Anderson,52,1,0,,3,48,323,119,166,38,5
Tennessee,Blount,328,1,28,,31,268,"1,315",432,792,91,12
Tennessee,Bradley,178,2,15,,8,153,"1,059",264,672,123,2
Tennessee,Campbell,88,1,12,,8,67,521,188,297,36,4
Tennessee,Cannon,8,0,0,,0,8,68,21,34,13,0
Tennessee,Cheatham,116,0,11,,5,100,482,163,276,43,5
Tennessee,Chester,15,0,2,,1,12,78,31,39,8,0
Tennessee,Crockett,38,0,2,,2,34,127,49,59,19,1
Tennessee,Dickson,142,0,6,,5,131,529,263,226,40,5
Tennessee,Fayette,60,1,2,,4,53,308,96,179,33,0
Tennessee,Grainger,34,0,3,,3,28,265,110,136,19,1
Tennessee,Hamblen,97,1,7,,6,83,434,131,258,45,1
Tennessee,Hamilton,262,1,39,,14,208,"1,576",462,969,145,11
Tennessee,Hartsville/Trousdale,49,0,3,,1,45,171,24,138,9,3
Tennessee,Hawkins,64,1,7,,1,55,678,196,420,62,2
Tennessee,Hickman,81,2,8,,1,70,370,110,217,43,1
Tennessee,Jefferson,57,2,10,,4,41,491,165,281,45,0
Tennessee,Knox,619,0,22,,66,531,"5,559","1,102","4,034",423,26
Tennessee,Loudon,84,1,2,,1,80,448,103,303,42,3
Tennessee,Macon,43,1,1,,0,41,157,51,85,21,2
Tennessee,Madison,130,1,8,,8,113,551,232,279,40,2
Tennessee,Marion,54,1,0,,2,51,230,61,120,49,0
Tennessee,Maury,122,1,15,,13,93,427,104,284,39,1
Tennessee,Montgomery,122,1,7,,3,111,670,190,440,40,5
Tennessee,Morgan,26,1,1,,2,22,325,74,205,46,0
Tennessee,Polk,32,2,1,,2,27,246,67,144,35,2
Tennessee,Roane,97,0,7,,3,87,573,241,278,54,2
Tennessee,Robertson,56,1,6,,1,48,301,127,153,21,0
Tennessee,Rutherford,208,1,21,,11,175,876,204,611,61,7
Tennessee,Sequatchie,39,0,6,,3,30,124,30,66,28,1
Tennessee,Shelby,464,1,23,,85,355,"2,653",789,"1,692",172,10
Tennessee,Smith,29,0,4,,2,23,165,41,102,22,1
Tennessee,Sullivan,246,3,31,,19,193,"1,129",306,699,124,21
Tennessee,Sumner,110,0,17,,2,91,470,151,295,24,4
Tennessee,Tipton,171,1,18,,12,140,688,178,446,64,5
Tennessee,Unicoi,36,1,1,,2,32,177,25,143,9,0
Tennessee,Union,55,0,7,,4,44,363,152,185,26,2
Tennessee,Washington,179,3,9,,1,166,719,249,422,48,8
Tennessee,Williamson,56,0,9,,1,46,393,90,284,19,1
Tennessee,Wilson,93,0,1,,8,84,732,239,437,56,1
Tennessee,Bedford,25,1,3,,1,20,172,26,132,14,0
Tennessee,Benton,26,2,3,,1,20,141,46,82,13,1
Tennessee,Bledsoe,21,0,0,,0,21,83,13,51,19,1
Tennessee,Carroll,39,0,2,,1,36,166,83,69,14,1
Tennessee,Claiborne,107,3,1,,8,95,443,181,233,29,3
Tennessee,Clay,14,3,1,,0,10,41,13,23,5,0
Tennessee,Cocke,150,2,5,,8,135,473,195,225,53,11
Tennessee,Coffee,78,0,4,,4,70,328,114,191,23,2
Tennessee,Cumberland,81,1,1,,3,76,679,217,388,74,7
Tennessee,Decatur,20,0,0,,1,19,137,55,71,11,0
Tennessee,DeKalb,25,1,0,,1,23,172,55,103,14,1
Tennessee,Dyer,30,0,4,,3,23,298,80,189,29,3
Tennessee,Fentress,28,1,3,,1,23,235,48,165,22,1
Tennessee,Gibson,64,2,1,,1,60,253,86,139,28,1
Tennessee,Giles,36,1,10,,2,23,236,100,126,10,2
Tennessee,Greene,161,1,10,,5,145,"1,025",366,539,120,12
Tennessee,Grundy,55,0,2,,1,52,195,95,68,32,5
Tennessee,Hancock,4,1,0,,0,3,100,24,74,2,0
Tennessee,Hardeman,72,1,8,,7,56,240,116,97,27,7
Tennessee,Hardin,50,0,5,,2,43,284,99,147,38,0
Tennessee,Haywood,30,0,0,,4,26,198,71,104,23,1
Tennessee,Henderson,59,1,4,,2,52,295,129,132,34,3
Tennessee,Henry,32,1,4,,0,27,382,124,221,37,3
Tennessee,Houston,23,0,0,,1,22,36,10,26,0,1
Tennessee,Humphreys,37,0,3,,1,33,165,63,96,6,1
Tennessee,Jackson,24,0,1,,1,22,115,47,61,7,0
Tennessee,Johnson,57,0,5,,1,51,216,84,114,18,1
Tennessee,Lake,4,0,3,,0,1,5,2,2,1,0
Tennessee,Lauderdale,50,0,1,,3,46,331,101,183,47,2
Tennessee,Lawrence,54,1,7,,0,46,240,92,126,22,0
Tennessee,Lewis,33,1,2,,1,29,172,47,115,10,5
Tennessee,Lincoln,124,1,5,,2,116,372,161,190,21,6
Tennessee,Marshall,22,0,1,,0,21,102,19,72,11,1
Tennessee,McMinn,103,0,4,,2,97,691,222,372,97,5
Tennessee,McNairy,78,0,8,,3,67,325,79,213,33,8
Tennessee,Meigs,52,3,4,,0,45,257,72,152,33,2
Tennessee,Monroe,114,1,1,,4,108,620,224,317,79,3
Tennessee,Moore,8,0,1,,0,7,64,8,50,6,0
Tennessee,Obion,23,0,2,,0,21,204,41,145,18,2
Tennessee,Overton,22,0,0,,1,21,124,29,80,15,1
Tennessee,Perry,15,1,1,,0,13,89,32,48,9,0
Tennessee,Pickett,3,0,0,,0,3,52,12,33,7,1
Tennessee,Putnam,118,0,5,,3,110,548,33,457,58,1
Tennessee,Rhea,45,0,4,,1,40,287,106,170,11,3
Tennessee,Scott,49,2,4,,4,39,197,78,106,13,0
Tennessee,Sevier,110,2,5,,13,90,"1,077",339,637,101,3
Tennessee,Stewart,63,0,10,,0,53,170,92,65,13,1
Tennessee,Warren,53,2,1,,1,49,354,111,203,40,2
Tennessee,Wayne,32,0,0,,0,32,77,34,29,14,2
Tennessee,Weakley,30,1,4,,2,23,118,46,62,10,1
Tennessee,White,54,2,4,,0,48,375,78,264,33,2
Texas,Aransas,93,1,19,,1,72,290,113,162,15,0
Texas,Archer,7,0,0,,0,7,55,11,37,7,0
Texas,Armstrong,1,0,0,,0,1,24,11,11,2,0
Texas,Atascosa,82,4,0,,2,76,553,187,306,60,5
Texas,Austin,18,0,3,,2,13,117,48,61,8,1
Texas,Bandera,21,0,8,,0,13,312,102,194,16,2
Texas,Bastrop,216,4,42,,16,154,833,309,445,79,3
Texas,Bell,107,2,29,,6,70,792,228,481,83,12
Texas,Bexar,544,14,114,,98,318,"6,177","1,486","4,307",384,68
Texas,Bowie,125,0,23,,6,96,567,181,327,59,1
Texas,Brazoria,144,1,17,,20,106,"1,212",340,748,124,8
Texas,Brazos,91,2,11,,3,75,325,107,206,12,0
Texas,Burleson,32,0,13,,0,19,115,53,53,9,5
Texas,Caldwell,35,0,0,,0,35,171,73,72,26,2
Texas,Callahan,12,1,0,,1,10,75,30,34,11,0
Texas,Cameron,217,3,51,,34,129,"1,359",429,865,65,7
Texas,Carson,22,0,0,,0,22,40,15,22,3,0
Texas,Chambers,121,4,11,,12,94,718,140,499,79,3
Texas,Clay,16,0,3,,0,13,136,40,76,20,0
Texas,Collin,79,0,14,,4,61,392,122,221,49,1
Texas,Comal,168,2,39,,6,121,742,251,436,55,5
Texas,Coryell,14,0,1,,1,12,117,46,67,4,0
Texas,Crosby,0,0,0,,0,0,6,3,2,1,0
Texas,Dallas,25,0,6,,3,16,292,79,179,34,0
Texas,Denton,79,0,17,,5,57,523,124,359,40,2
Texas,Ector,456,2,17,,43,394,"2,125",408,"1,417",300,6
Texas,Ellis,50,1,7,,3,39,419,110,250,59,1
Texas,El Paso,329,6,40,,15,268,907,246,562,99,13
Texas,Falls,16,0,0,,0,16,104,35,52,17,1
Texas,Fort Bend,830,8,69,,130,623,"4,233","1,134","2,851",248,31
Texas,Galveston,125,3,29,,21,72,"1,046",275,678,93,12
Texas,Goliad,19,0,2,,1,16,102,25,72,5,0
Texas,Grayson,57,3,2,,1,51,527,161,300,66,1
Texas,Gregg,90,4,13,,6,67,566,176,324,66,4
Texas,Guadalupe,55,0,23,,2,30,551,186,322,43,12
Texas,Hardin,47,0,5,,1,41,301,96,160,45,2
Texas,Harris,"9,209",89,454,,"3,452","5,214","45,700","9,966","29,300","6,434",194
Texas,Hidalgo,684,17,122,,129,416,"4,519","1,517","2,699",303,28
Texas,Hood,72,2,1,,3,66,416,145,240,31,2
Texas,Hudspeth,1,0,0,,0,1,26,11,15,0,0
Texas,Hunt,93,0,4,,12,77,663,230,356,77,0
Texas,Irion,1,1,0,,0,0,29,4,25,0,0
Texas,Jefferson,36,0,2,,4,30,395,138,217,40,2
Texas,Johnson,149,1,23,,3,122,720,200,452,68,3
Texas,Jones,0,0,0,,0,0,75,17,49,9,0
Texas,Kaufman,98,2,20,,8,68,704,301,335,68,0
Texas,Kendall,14,0,5,,0,9,170,47,114,9,2
Texas,Lampasas,2,0,0,,0,2,121,23,90,8,0
Texas,Liberty,169,4,30,,11,124,713,233,401,79,8
Texas,Lubbock,111,1,18,,12,80,829,237,523,69,2
Texas,Lynn,0,0,0,,0,0,29,8,12,9,0
Texas,Martin,10,0,0,,1,9,76,19,57,0,0
Texas,McLennan,80,1,29,,5,45,473,182,250,41,2
Texas,Medina,56,2,17,,5,32,330,123,185,22,0
Texas,Midland,77,2,0,,13,62,733,180,457,96,1
Texas,Montgomery,821,6,207,,125,483,"5,655","1,356","3,706",593,14
Texas,Newton,20,0,0,,0,20,54,21,27,6,0
Texas,Nueces,54,3,13,,6,32,213,70,140,3,1
Texas,Oldham,2,0,0,,1,1,21,6,12,3,0
Texas,Orange,111,1,15,,9,86,524,181,273,70,0
Texas,Parker7,117,0,34,,5,78,831,330,448,53,1
Texas,Potter,34,1,0,,1,32,188,54,112,22,0
Texas,Randall,46,1,15,,6,24,229,65,143,21,1
Texas,Robertson,3,0,2,,0,1,133,41,80,12,0
Texas,Rockwall,12,0,2,,0,10,97,39,47,11,0
Texas,Rusk,99,1,13,,1,84,572,200,321,51,4
Texas,San Patricio,41,0,0,,2,39,315,79,204,32,1
Texas,Smith,210,7,0,,35,168,"1,930",588,"1,095",247,10
Texas,Somervell,15,1,0,,1,13,76,40,30,6,0
Texas,Tarrant,95,0,23,,11,61,922,281,580,61,13
Texas,Taylor,39,0,5,,1,33,195,102,76,17,1
Texas,Tom Green,38,0,24,,0,14,334,133,170,31,2
Texas,Travis,613,4,61,,56,492,"3,129",840,"2,074",215,23
Texas,Upshur,59,2,12,,1,44,426,192,215,19,0
Texas,Victoria,99,0,29,,2,68,471,153,283,35,0
Texas,Waller,58,2,18,,2,36,282,94,159,29,0
Texas,Webb,66,0,9,,6,51,217,91,111,15,0
Texas,Wichita,10,0,0,,2,8,125,46,53,26,0
Texas,Williamson,156,2,40,,12,102,"1,235",330,850,55,4
Texas,Wilson,30,0,3,,1,26,252,108,128,16,2
Texas,Wise,51,2,11,,1,37,292,107,131,54,32
Texas,Anderson,75,7,12,,3,53,386,175,186,25,0
Texas,Andrews,16,0,6,,2,8,100,12,68,20,1
Texas,Angelina,76,3,11,,4,58,546,192,319,35,1
Texas,Bailey,9,0,1,,0,8,50,21,25,4,0
Texas,Baylor,1,0,0,,0,1,14,9,1,4,0
Texas,Bee,26,3,0,,2,21,105,36,62,7,1
Texas,Blanco,3,0,0,,0,3,61,22,30,9,7
Texas,Borden,2,0,0,,0,2,8,3,3,2,0
Texas,Bosque,4,0,0,,0,4,73,26,44,3,0
Texas,Brewster,5,0,1,,0,4,34,18,14,2,0
Texas,Briscoe,2,0,1,,0,1,9,2,6,1,0
Texas,Brooks,1,0,0,,0,1,3,1,2,0,1
Texas,Brown,27,0,0,,5,22,155,59,92,4,2
Texas,Burnet,38,1,16,,1,20,233,95,122,16,1
Texas,Calhoun,24,5,0,,0,19,107,45,59,3,0
Texas,Camp,4,1,0,,0,3,140,48,71,21,0
Texas,Cass,42,1,8,,4,29,382,185,171,26,3
Texas,Castro,1,0,0,,1,0,70,33,32,5,0
Texas,Cherokee,86,1,23,,3,59,460,134,275,51,3
Texas,Childress,2,0,0,,0,2,11,4,4,3,0
Texas,Cochran,6,0,0,,1,5,103,39,59,5,0
Texas,Coke,1,0,0,,0,1,15,8,2,5,0
Texas,Collingsworth,8,0,0,,0,8,17,10,7,0,0
Texas,Colorado,30,0,4,,1,25,160,38,101,21,0
Texas,Comanche,6,1,0,,0,5,77,22,51,4,0
Texas,Cooke,0,0,0,,0,0,0,0,0,0,0
Texas,Cottle,0,0,0,,0,0,0,0,0,0,0
Texas,Crane,2,1,0,,0,1,15,3,11,1,0
Texas,Crockett,12,0,1,,1,10,51,24,24,3,0
Texas,Culberson,0,0,0,,0,0,0,0,0,0,0
Texas,Dallam,0,0,0,,0,0,4,2,2,0,1
Texas,Dawson,2,0,0,,1,1,37,12,19,6,0
Texas,Deaf Smith,1,0,0,,0,1,85,30,40,15,1
Texas,Delta,4,0,0,,0,4,33,17,15,1,3
Texas,DeWitt,16,0,3,,0,13,233,139,89,5,1
Texas,Dickens,1,0,0,,0,1,11,6,4,1,0
Texas,Dimmit,10,0,0,,1,9,273,55,204,14,1
