State,County,Violent_crime,MNNM,Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
Florida,Pasco,"1,377",6,182,196,993,"7,375","1,532","5,235",608,44
Florida,Pinellas,647,5,97,108,437,"4,940",766,"3,877",297,15
Florida,Polk,"1,206",11,81,133,981,"5,851","1,475","3,790",586,8
Florida,Santa Rosa,234,4,32,20,178,"1,562",323,"1,158",81,2
Florida,Sarasota,502,6,26,70,400,"4,440",753,"3,518",169,5
Florida,Seminole,580,4,89,53,434,"3,079",620,"2,286",173,7
Florida,St. Johns,318,3,17,39,259,"2,717",524,"2,038",155,6
Florida,St. Lucie,223,2,40,33,148,"1,469",311,"1,070",88,6
Florida,Sumter,259,5,22,18,214,966,242,670,54,0
Florida,Volusia,589,7,63,109,410,"3,073",657,"2,162",254,27
Florida,Wakulla,88,0,12,2,74,507,174,307,26,3
Florida,Walton,151,0,15,8,128,"1,111",304,727,80,6
Florida,Bradford,55,0,3,1,51,207,90,106,11,1
Florida,Calhoun,22,0,4,0,18,56,22,30,4,0
Florida,Columbia,199,1,21,18,159,"1,012",451,511,50,9
Florida,DeSoto,85,1,5,7,72,639,214,371,54,3
Florida,Dixie,84,1,4,2,77,246,107,116,23,2
Florida,Franklin,22,0,3,1,18,121,37,78,6,1
Florida,Glades,31,0,1,0,30,178,45,116,17,0
Florida,Hamilton,58,2,6,6,44,223,77,126,20,4
Florida,Hardee,49,0,6,2,41,294,94,177,23,1
Florida,Hendry,134,4,13,30,87,790,354,392,44,7
Florida,Holmes,64,0,10,0,54,257,74,161,22,1
Florida,Jackson,147,6,30,3,108,707,117,565,25,3
Florida,Lafayette,35,1,3,0,31,35,12,21,2,0
Florida,Levy,447,2,21,5,419,527,217,265,45,1
Florida,Liberty,12,0,0,0,12,69,19,41,9,0
Florida,Madison,158,0,11,5,142,237,96,141,0,1
Florida,Monroe,191,6,11,14,160,"1,015",162,817,36,2
Florida,Okeechobee,132,0,27,15,90,948,209,678,61,0
Florida,Putnam,169,4,17,15,133,"1,011",275,690,46,4
Florida,Suwannee,144,0,15,3,126,390,119,247,24,0
Florida,Taylor,180,0,8,2,170,262,120,124,18,2
Florida,Union,31,1,0,3,27,112,60,48,4,3
Florida,Washington,44,2,1,3,38,175,44,114,17,0
Georgia,Augusta-Richmond,872,23,46,281,522,"8,745","1,582","6,508",655,46
Georgia,Barrow,238,0,14,10,214,"1,153",228,864,61,4
Georgia,Bibb,924,29,66,309,520,"7,607","1,761","5,298",548,61
Georgia,Brantley,27,1,4,2,20,421,90,314,17,0
Georgia,Brooks,40,1,4,1,34,173,44,114,15,0
Georgia,Bryan,87,0,5,5,77,281,75,197,9,3
Georgia,Burke,40,3,2,6,29,237,71,133,33,0
Georgia,Butts,69,0,3,7,59,376,58,288,30,0
Georgia,Carroll,159,3,14,16,126,"1,315",426,735,154,6
Georgia,Catoosa,76,0,9,7,60,843,189,530,124,4
Georgia,Cherokee,119,0,19,20,80,"1,449",282,"1,087",80,0
Georgia,Clarke,0,0,0,0,0,0,0,0,0,0
Georgia,Clayton,6,0,0,0,6,10,0,8,2,0
Georgia,Clayton County Police Department,"1,543",35,183,506,819,"8,711","2,078","5,210","1,423",12
Georgia,Cobb,7,0,2,4,1,26,2,24,0,0
Georgia,Cobb County Police Department,"1,221",19,116,408,678,"11,899","1,846","9,004","1,049",30
Georgia,Columbia,67,0,11,19,37,"1,963",166,"1,717",80,3
Georgia,Coweta,109,6,18,24,61,"1,256",243,908,105,2
Georgia,Crawford,15,1,0,2,12,261,83,161,17,2
Georgia,Dawson,36,0,7,3,26,454,69,356,29,0
Georgia,DeKalb,0,0,0,0,0,0,0,0,0,0
Georgia,DeKalb County Police Department,"3,184",89,112,"1,249","1,734","23,246","4,994","15,029","3,223",122
Georgia,Dougherty,1,0,0,0,1,98,0,97,1,0
Georgia,Dougherty County Police Department,35,0,5,7,23,322,95,202,25,1
Georgia,Douglas,189,4,10,47,128,"2,025",279,"1,652",94,6
Georgia,Echols,2,0,0,0,2,45,13,32,0,1
Georgia,Effingham,49,0,3,5,41,450,208,195,47,0
Georgia,Fayette,51,2,7,12,30,365,98,243,24,2
Georgia,Floyd,33,0,2,1,30,122,19,95,8,0
Georgia,Forsyth,125,4,21,15,85,"1,758",272,"1,391",95,2
Georgia,Fulton,11,0,0,1,10,7,0,7,0,0
Georgia,Fulton County Police Department,981,17,32,276,656,"5,339",686,"3,690",963,8
Georgia,Glynn,0,0,0,0,0,0,0,0,0,0
Georgia,Glynn County Police Department,182,7,12,40,123,"1,822",469,"1,236",117,3
Georgia,Gwinnett County Police Department,"1,604",26,166,677,735,"15,079","2,793","10,876","1,410",44
Georgia,Hall,267,3,51,32,181,"1,805",371,"1,181",253,19
Georgia,Heard,13,0,1,0,12,111,35,57,19,2
Georgia,Henry,0,0,0,0,0,87,0,87,0,0
Georgia,Henry County Police Department,351,3,34,99,215,"3,949",811,"2,735",403,13
Georgia,Houston,98,3,4,17,74,"1,264",181,998,85,1
Georgia,Jasper,61,0,0,3,58,226,55,159,12,0
Georgia,Jones,27,0,0,5,22,329,101,203,25,3
Georgia,Lamar,8,0,0,0,8,146,34,91,21,0
Georgia,Lanier,24,0,0,0,24,119,24,87,8,0
Georgia,Lee,51,1,6,14,30,561,87,460,14,0
Georgia,Liberty,105,1,1,3,100,288,85,172,31,0
Georgia,Lincoln,24,0,0,0,24,129,20,105,4,0
Georgia,Long,20,0,8,2,10,190,86,91,13,0
Georgia,Lowndes,62,0,1,4,57,775,255,440,80,0
Georgia,Madison,41,0,3,4,34,402,96,285,21,0
Georgia,Marion,2,0,0,0,2,31,25,6,0,0
Georgia,McDuffie,37,0,1,5,31,224,117,92,15,0
Georgia,McIntosh,29,1,1,4,23,327,135,176,16,0
Georgia,Meriwether,52,1,2,3,46,244,58,172,14,2
Georgia,Monroe,28,1,1,4,22,416,81,298,37,2
Georgia,Muscogee,0,0,0,0,0,0,0,0,0,
Georgia,Newton,357,6,13,53,285,"1,669",416,"1,004",249,6
Georgia,Oconee,27,1,0,2,24,419,58,344,17,0
Georgia,Oglethorpe,32,0,0,2,30,216,47,153,16,0
Georgia,Paulding,180,2,13,20,145,"2,450",464,"1,670",316,6
Georgia,Peach,23,2,1,1,19,273,59,194,20,0
Georgia,Pickens,74,0,6,2,66,322,79,215,28,0
Georgia,Pike,13,0,3,1,9,181,37,135,9,0
Georgia,Pulaski,57,2,2,5,48,235,52,178,5,0
Georgia,Rockdale,171,2,15,31,123,"1,683",275,"1,283",125,9
Georgia,Spalding,148,3,14,16,115,"1,094",337,647,110,
Georgia,Terrell,7,0,0,1,6,58,15,41,2,
Georgia,Twiggs,16,1,1,1,13,124,48,62,14,1
Georgia,Walker,237,2,4,13,218,965,303,549,113,2
Georgia,Walton,79,7,10,9,53,635,120,443,72,0
Georgia,Whitfield,138,2,18,6,112,"1,263",342,815,106,4
Georgia,Worth,44,0,9,2,33,207,69,130,8,0
Georgia,Appling,20,0,0,2,18,304,109,175,20,0
Georgia,Bacon,15,0,0,1,14,126,49,70,7,0
Georgia,Baldwin,200,6,4,6,184,649,148,478,23,0
Georgia,Banks,43,0,6,5,32,471,122,328,21,1
Georgia,Ben Hill,17,0,5,0,12,192,72,110,10,0
Georgia,Berrien,20,0,2,1,17,173,47,112,14,0
Georgia,Bleckley,21,0,9,1,11,111,31,72,8,0
Georgia,Bulloch,33,0,3,3,27,553,164,358,31,0
Georgia,Calhoun,1,0,0,0,1,4,2,0,2,0
Georgia,Candler,7,0,0,1,6,117,26,87,4,0
Georgia,Charlton,18,0,1,1,16,108,33,57,18,0
Georgia,Chattooga,37,0,1,0,36,287,64,212,11,0
Georgia,Clay,8,0,0,2,6,25,8,15,2,0
Georgia,Clinch,10,0,0,0,10,46,23,22,1,2
Georgia,Coffee,107,3,8,5,91,653,184,407,62,1
Georgia,Cook,33,0,2,1,30,121,35,73,13,0
Georgia,Crisp,12,0,0,1,11,336,39,288,9,0
Georgia,Decatur,46,1,4,2,39,293,80,207,6,1
Georgia,Dodge,20,0,2,1,17,213,67,132,14,0
Georgia,Dooly,9,0,0,1,8,86,10,64,12,1
Georgia,Early,31,0,12,0,19,87,28,53,6,0
Georgia,Elbert,22,1,5,2,14,269,80,177,12,0
Georgia,Emanuel,4,0,1,2,1,240,89,125,26,0
Georgia,Evans,6,0,0,4,2,19,16,2,1,0
Georgia,Fannin,12,0,1,0,11,212,58,142,12,3
Georgia,Franklin,12,3,2,2,5,241,73,152,16,0
Georgia,Gilmer,59,3,7,1,48,414,131,254,29,0
Georgia,Glascock,1,0,0,0,1,15,4,9,2,0
Georgia,Gordon,104,0,9,1,94,537,142,360,35,0
Georgia,Grady,30,0,0,2,28,182,53,117,12,0
Georgia,Greene,10,0,1,0,9,152,30,115,7,0
Georgia,Habersham,44,0,13,2,29,254,114,123,17,0
Georgia,Hancock,16,0,1,0,15,91,18,61,12,2
Georgia,Hart,46,0,1,1,44,248,67,171,10,1
Georgia,Irwin,6,0,0,0,6,108,29,68,11,0
Georgia,Jackson,72,1,5,8,58,745,148,559,38,0
Georgia,Jeff Davis,13,0,0,1,12,170,40,125,5,0
Georgia,Jefferson,36,0,2,3,31,128,68,53,7,0
Georgia,Laurens,73,1,8,6,58,559,166,340,53,3
Georgia,Lumpkin,13,2,8,2,1,396,78,302,16,1
Georgia,Macon,0,0,0,0,0,35,13,17,5,0
Georgia,Miller,1,0,0,0,1,44,9,34,1,1
Georgia,Mitchell,33,0,0,0,33,265,70,169,26,0
Georgia,Pierce,54,2,4,1,47,239,64,170,5,0
Georgia,Polk,0,0,0,0,0,0,0,0,0,0
Georgia,Polk County Police Department,40,2,4,2,32,527,136,319,72,5
Georgia,Putnam,41,2,4,1,34,327,71,253,3,
Georgia,Quitman,5,0,1,2,2,8,4,2,2,0
Georgia,Rabun,15,0,6,1,8,234,57,166,11,0
Georgia,Randolph,9,0,0,3,6,41,12,24,5,0
Georgia,Schley,5,0,1,0,4,18,3,14,1,0
Georgia,Screven,39,1,1,5,32,180,66,87,27,7
Georgia,Seminole,30,0,0,0,30,64,24,37,3,0
Georgia,Stephens,17,0,6,1,10,330,78,243,9,
Georgia,Sumter,18,1,2,2,13,141,41,84,16,
Georgia,Talbot,15,0,0,2,13,90,26,55,9,0
Georgia,Taliaferro,5,0,0,0,5,20,9,10,1,0
Georgia,Tattnall,23,0,0,0,23,270,106,152,12,0
Georgia,Taylor,12,1,2,0,9,76,38,32,6,
Georgia,Thomas,53,0,9,10,34,471,150,278,43,4
