State,County,Violent_crime,MNNM,"Forcible 
rape",Robbery,"Aggravated 
assault","Property 
crime",Burglary,"Larceny-
theft","Motor 
vehicle 
theft",Arson1
Alabama,Autauga,81,0,9,5,67,512,186,291,35,
Alabama,Baldwin,130,3,9,27,91,870,317,496,57,
Alabama,Bibb,18,0,4,0,14,155,73,65,17,
Alabama,Blount,79,1,8,6,64,959,329,573,57,
Alabama,Calhoun,22,0,8,3,11,791,322,468,1,
Alabama,Chilton,78,0,6,5,67,599,234,315,50,
Alabama,Colbert,36,1,5,1,29,339,141,171,27,
Alabama,Elmore,52,3,13,10,26,812,339,428,45,
Alabama,Etowah,109,1,9,2,97,598,226,324,48,
Alabama,Geneva,25,0,4,1,20,196,61,124,11,
Alabama,Hale,16,0,2,1,13,97,50,34,13,
Alabama,Henry,28,2,3,1,22,130,66,55,9,
Alabama,Houston,92,2,12,9,69,625,177,403,45,
Alabama,Jefferson,676,4,49,196,427,"3,670","2,035","1,550",85,
Alabama,Lawrence,83,0,4,3,76,479,169,273,37,
Alabama,Limestone,79,3,0,4,72,544,185,331,28,
Alabama,Lowndes,37,1,3,6,27,198,92,88,18,
Alabama,Madison,286,4,30,45,207,"2,185",795,"1,232",158,
Alabama,Mobile,231,6,23,30,172,"2,356",801,"1,386",169,
Alabama,Montgomery,67,0,4,6,57,552,226,260,66,
Alabama,Pickens,10,0,0,0,10,47,21,24,2,
Alabama,Shelby,133,4,21,19,89,"1,270",297,888,85,
Alabama,Tuscaloosa,228,4,12,32,180,"1,541",449,981,111,
Alabama,Walker,99,0,5,7,87,935,370,495,70,
Alabama,Barbour,21,0,1,2,18,87,33,48,6,
Alabama,Butler,46,3,4,3,36,252,117,119,16,
Alabama,Chambers,6,0,0,1,5,89,33,54,2,
Alabama,Cherokee,63,0,2,1,60,501,196,255,50,
Alabama,Choctaw,5,0,0,0,5,42,25,15,2,
Alabama,Clarke,36,0,9,3,24,119,47,63,9,
Alabama,Clay,20,0,0,0,20,43,14,24,5,
Alabama,Coffee,24,0,1,0,23,161,79,70,12,
Alabama,Conecuh,34,1,1,4,28,153,48,87,18,
Alabama,Coosa,21,0,2,2,17,224,74,138,12,
Alabama,Covington,40,1,8,1,30,328,134,173,21,
Alabama,Crenshaw,45,1,1,2,41,151,66,68,17,
Alabama,Cullman,146,1,9,3,133,"1,165",359,739,67,
Alabama,Dale,61,0,4,5,52,162,42,110,10,
Alabama,Dallas,74,4,3,9,58,538,204,298,36,
Alabama,De Kalb,211,0,13,4,194,937,390,471,76,
Alabama,Escambia,55,2,3,1,49,354,117,216,21,
Alabama,Fayette,26,1,8,1,16,82,27,42,13,
Alabama,Franklin,71,0,5,3,63,286,98,180,8,
Alabama,Jackson,107,0,9,1,97,707,306,337,64,
Alabama,Macon,39,1,1,2,35,323,167,119,37,
Alabama,Marengo,42,3,2,0,37,170,80,76,14,
Alabama,Marion,33,1,4,2,26,207,86,103,18,
Alabama,Marshall,62,1,10,5,46,708,315,357,36,
Alabama,Monroe,23,0,0,1,22,120,59,55,6,
Alabama,Pike,18,1,0,1,16,144,50,82,12,
Alabama,Randolph,35,0,2,0,33,425,181,212,32,
Alabama,Sumter,20,1,0,0,19,74,37,32,5,
Alabama,Talladega,71,1,3,10,57,839,286,484,69,
Alabama,Tallapoosa,24,1,2,1,20,171,82,82,7,
Alabama,Washington,45,2,3,2,38,154,51,88,15,
Alabama,Wilcox,10,0,0,1,9,45,19,21,5,
Alabama,Winston,57,1,4,2,50,317,110,178,29,
Arizona,Cochise,338,2,8,16,312,847,298,492,57,17
Arizona,Coconino,75,2,7,2,64,501,177,306,18,24
Arizona,Mohave,125,5,12,16,92,"2,288",790,"1,343",155,10
Arizona,Pima,661,13,94,160,394,"11,662","2,771","8,054",837,88
Arizona,Pinal2     ,173,5,29,15,124,,687,"2,440",,12
Arizona,Yavapai,252,3,23,9,217,"1,315",456,749,110,11
Arizona,Yuma,138,2,8,10,118,837,362,404,71,10
Arizona,Apache,55,0,2,3,50,204,99,99,6,41
Arizona,Gila,65,0,4,4,57,383,77,275,31,8
Arizona,Graham3   ,,1,0,0,,218,80,120,18,7
Arizona,Greenlee,50,1,3,1,45,96,25,68,3,0
Arizona,La Paz,52,0,0,0,52,418,100,279,39,0
Arizona,Navajo,72,0,5,2,65,582,325,217,40,4
Arizona,Santa Cruz,8,0,0,3,5,255,116,114,25,0
Arkansas,Benton,169,0,30,3,136,576,265,282,29,5
Arkansas,Cleveland,5,0,0,0,5,94,48,38,8,0
Arkansas,Craighead,9,0,3,0,6,293,135,154,4,3
Arkansas,Crawford,100,0,5,0,95,396,122,247,27,0
Arkansas,Crittenden,142,2,2,17,121,470,184,258,28,2
Arkansas,Grant,38,0,2,2,34,219,81,118,20,4
Arkansas,Jefferson,71,0,10,4,57,485,220,200,65,4
Arkansas,Lincoln,11,0,2,2,7,112,63,45,4,0
Arkansas,Madison,47,0,9,0,38,131,47,77,7,3
Arkansas,Miller,21,0,6,0,15,220,51,140,29,4
Arkansas,Poinsett,14,0,10,0,4,15,9,3,3,1
Arkansas,Pulaski,311,5,8,19,279,"2,068",809,"1,057",202,23
Arkansas,Sebastian,56,1,6,2,47,340,148,178,14,2
Arkansas,Washington,187,4,14,0,169,610,220,344,46,6
Arkansas,Arkansas,9,0,0,0,9,98,19,70,9,0
Arkansas,Ashley,16,1,2,1,12,198,67,115,16,4
Arkansas,Baxter,35,3,5,3,24,626,172,421,33,1
Arkansas,Boone,73,0,10,2,61,420,135,242,43,3
Arkansas,Carroll,18,1,1,0,16,247,51,161,35,1
Arkansas,Chicot,2,0,0,0,2,87,24,63,0,0
Arkansas,Clark,16,0,2,0,14,139,44,89,6,0
Arkansas,Clay,7,0,2,0,5,69,30,38,1,2
Arkansas,Cleburne,43,0,7,3,33,532,200,294,38,8
Arkansas,Columbia,17,0,0,0,17,101,34,58,9,0
Arkansas,Conway,26,0,3,0,23,274,72,173,29,10
Arkansas,Cross,37,0,3,0,34,50,20,28,2,3
Arkansas,Dallas,2,0,1,0,1,26,8,18,0,0
Arkansas,Drew,30,1,5,1,23,126,33,78,15,2
Arkansas,Franklin,34,2,1,0,31,208,44,144,20,3
Arkansas,Fulton,15,0,2,1,12,125,7,108,10,1
Arkansas,Greene,19,0,5,1,13,236,87,142,7,1
Arkansas,Hempstead,49,1,5,0,43,316,101,193,22,2
Arkansas,Howard,15,0,3,0,12,79,28,51,0,0
Arkansas,Independence,207,0,21,16,170,"1,537",598,818,121,25
Arkansas,Izard,24,0,7,1,16,324,132,179,13,5
Arkansas,Jackson,33,0,5,1,27,198,55,118,25,4
Arkansas,Johnson,33,2,5,1,25,182,136,38,8,3
Arkansas,Logan,29,0,9,0,20,230,90,117,23,1
Arkansas,Marion,44,0,4,0,40,209,91,112,6,1
Arkansas,Mississippi,18,0,1,2,15,397,96,252,49,0
Arkansas,Monroe,1,0,1,0,0,54,5,49,0,0
Arkansas,Nevada,2,0,0,0,2,50,19,27,4,1
Arkansas,Ouachita,15,1,0,1,13,90,47,43,0,2
Arkansas,Pike,6,0,1,1,4,31,12,12,7,0
Arkansas,Polk,42,0,4,1,37,223,105,114,4,5
Arkansas,Pope,51,1,7,0,43,457,149,270,38,0
Arkansas,Prairie,0,0,0,0,0,118,9,109,0,0
Arkansas,Randolph,1,0,0,0,1,47,37,10,0,2
Arkansas,Searcy,12,0,1,0,11,34,18,13,3,1
Arkansas,Sevier,11,0,1,0,10,210,66,131,13,0
Arkansas,St. Francis,18,0,1,7,10,330,96,232,2,3
Arkansas,Stone,16,0,1,0,15,94,34,53,7,2
Arkansas,Union,49,0,2,7,40,374,91,255,28,0
Arkansas,Van Buren,38,1,3,0,34,225,30,174,21,4
Arkansas,White,46,1,7,3,35,"1,087",451,511,125,2
Arkansas,Yell,27,1,1,0,25,221,74,126,21,3
California,Alameda,651,5,23,206,417,"2,662",730,"1,182",750,8
California,Butte,126,8,8,16,94,"1,165",481,676,8,1
California,Contra Costa,472,10,25,120,317,"2,307",993,"1,298",16,13
California,El Dorado,241,3,14,22,202,"2,024",766,"1,240",18,9
California,Fresno,825,15,20,136,654,"5,248","1,934","2,366",948,191
California,Imperial,139,0,6,12,121,791,352,419,20,10
California,Kern,"2,179",22,85,490,"1,582","11,713","4,015","5,592","2,106",285
California,Kings,183,1,13,19,150,515,207,263,45,8
California,Los Angeles,"5,458",75,161,"1,490","3,732","16,981","4,816","8,223","3,942",207
California,Madera,353,0,14,19,320,"1,660",794,840,26,8
California,Marin,107,0,3,25,79,733,218,511,4,4
California,Merced,544,8,15,45,476,"2,036",741,"1,267",28,5
California,Monterey,199,7,17,63,112,"1,336",523,792,21,11
California,Napa,53,0,4,3,46,342,115,226,1,0
California,Orange,258,0,9,33,216,"1,405",338,954,113,3
California,Placer,278,0,24,27,227,"1,670",568,"1,069",33,11
California,Riverside,831,18,22,183,608,"8,197","2,633","4,354","1,210",19
California,Sacramento,"3,047",32,186,999,"1,830","12,936","4,645","8,190",101,55
California,San Benito,55,0,3,7,45,273,76,182,15,0
California,San Bernardino,988,13,61,164,750,"6,460","2,317","2,919","1,224",62
California,San Diego,"1,630",17,82,239,"1,292","6,438","1,939","3,457","1,042",22
California,San Joaquin,810,12,27,155,616,"4,550","1,771","2,625",154,20
California,San Luis Obispo,219,4,11,25,179,"1,309",494,806,9,8
California,San Mateo,300,0,19,45,236,"2,526",471,"1,767",288,6
California,Santa Barbara,273,3,43,28,199,"1,826",568,"1,243",15,14
California,Santa Clara,232,2,25,20,185,"1,709",350,"1,164",195,2
California,Santa Cruz,285,5,20,32,228,"1,910",721,"1,182",7,7
California,Shasta,506,4,25,23,454,996,522,430,44,29
California,Sonoma,605,0,35,38,532,"1,406",539,856,11,16
California,Stanislaus,418,13,14,115,276,"2,337","1,021","1,252",64,12
California,Sutter,71,1,4,2,64,786,257,487,42,1
California,Tulare4  ,638,17,40,90,491,,"1,177","1,848",,0
California,Ventura,157,5,14,20,118,"1,211",331,794,86,19
California,Yolo,73,0,9,10,54,451,122,317,12,4
California,Yuba,193,6,17,20,150,"1,307",429,873,5,14
California,Alpine,8,0,3,0,5,39,18,20,1,0
California,Amador,75,0,3,10,62,468,155,310,3,1
California,Calaveras,87,0,17,6,64,973,348,618,7,0
California,Colusa,26,0,4,2,20,283,78,200,5,1
California,Del Norte,104,1,22,15,66,375,234,138,3,5
California,Glenn,25,0,1,1,23,239,99,137,3,0
California,Humboldt,115,2,10,31,72,"1,130",509,604,17,10
California,Inyo,67,0,4,4,59,177,72,104,1,0
California,Lake,190,1,12,31,146,812,430,374,8,7
California,Lassen,36,0,3,2,31,189,62,125,2,5
California,Mariposa,71,3,2,2,64,313,93,218,2,0
California,Mendocino,183,5,18,25,135,669,276,382,11,30
California,Modoc,33,0,8,0,25,85,36,49,0,2
California,Mono,6,0,1,0,5,62,32,30,0,0
California,Nevada,144,1,8,8,127,703,355,338,10,4
California,Plumas,107,0,15,1,91,404,141,256,7,0
California,Sierra,17,0,0,0,17,52,16,36,0,1
California,Siskiyou,29,3,3,1,22,184,85,98,1,0
California,Tehama,189,3,5,7,174,303,133,169,1,0
California,Trinity,21,4,3,1,13,157,81,76,0,0
California,Tuolumne,85,0,12,11,62,776,386,386,4,20
Colorado,Adams,419,7,70,55,287,"2,346",521,"1,404",421,24
Colorado,Arapahoe,218,1,38,31,148,"1,293",358,818,117,16
Colorado,Boulder,54,0,13,5,36,521,147,339,35,8
Colorado,Clear Creek,14,0,1,0,13,72,17,49,6,7
Colorado,Douglas5   ,139,0,28,5,106,"1,343",300,"1,007",36,17
Colorado,Elbert,4,0,0,0,4,66,29,34,3,1
Colorado,El Paso3   ,424,2,68,30,324,,,"1,416",205,38
Colorado,Gilpin,14,0,3,0,11,33,19,11,3,0
Colorado,Jefferson,148,1,22,11,114,"2,666",471,"2,083",112,17
Colorado,Larimer,150,1,14,9,126,"1,005",208,740,57,6
Colorado,Mesa,194,3,54,13,124,"1,303",224,960,119,15
Colorado,Park,20,0,3,0,17,59,27,30,2,4
Colorado,Teller,21,0,3,0,18,78,28,47,3,2
Colorado,Weld,151,4,9,5,133,804,248,492,64,11
Colorado,Alamosa,7,0,0,0,7,35,14,19,2,1
Colorado,Archuleta,14,0,2,0,12,104,43,54,7,3
Colorado,Baca,3,0,0,0,3,4,2,2,0,0
Colorado,Bent,14,0,0,1,13,89,37,50,2,0
Colorado,Chaffee,3,0,2,0,1,78,24,51,3,1
Colorado,Cheyenne,2,0,0,0,2,20,3,15,2,1
Colorado,Conejos,3,0,0,0,3,50,23,20,7,3
Colorado,Costilla,6,0,0,0,6,13,8,1,4,0
Colorado,Crowley,11,0,0,0,11,2,1,1,0,0
Colorado,Custer,5,0,1,0,4,51,13,35,3,1
Colorado,Delta,9,0,0,0,9,153,21,117,15,0
Colorado,Dolores,1,0,0,0,1,26,15,11,0,0
Colorado,Eagle,26,1,6,1,18,344,73,267,4,10
Colorado,Fremont,34,0,6,1,27,249,111,128,10,0
Colorado,Garfield,14,1,4,0,9,165,39,116,10,1
Colorado,Gunnison,11,0,0,0,11,40,9,28,3,0
Colorado,Hinsdale,0,0,0,0,0,10,5,5,0,0
Colorado,Huerfano,1,0,0,0,1,16,3,4,9,0
Colorado,Kiowa,2,0,0,0,2,1,0,0,1,0
Colorado,Kit Carson,2,0,1,0,1,25,4,18,3,0
Colorado,Lake,5,0,0,0,5,29,8,20,1,0
Colorado,Lincoln,1,0,0,0,1,28,9,18,1,0
Colorado,Logan,15,1,1,1,12,98,40,54,4,0
Colorado,Mineral,0,0,0,0,0,1,0,0,1,0
Colorado,Moffat,3,0,0,0,3,23,10,13,0,0
Colorado,Montezuma,32,1,1,2,28,112,41,60,11,1
Colorado,Montrose,30,1,4,0,25,232,91,123,18,2
Colorado,Morgan,8,0,0,0,8,101,23,74,4,1
Colorado,Otero,12,0,3,0,9,76,33,42,1,0
Colorado,Ouray,0,0,0,0,0,3,2,1,0,0
Colorado,Pitkin,11,0,1,0,10,34,0,34,0,0
Colorado,Prowers,10,0,0,0,10,26,6,18,2,0
Colorado,Rio Blanco,2,0,0,0,2,43,3,40,0,0
Colorado,Rio Grande,3,0,0,0,3,3,2,1,0,0
Colorado,Routt,6,0,0,0,6,32,5,20,7,0
Colorado,Saguache,9,0,0,0,9,44,17,23,4,0
Colorado,San Juan,1,0,0,0,1,16,4,11,1,0
Colorado,San Miguel,0,0,0,0,0,0,0,0,0,0
Colorado,Sedgwick,5,0,0,0,5,18,6,11,1,0
Colorado,Summit,17,1,10,0,6,227,28,194,5,2
Colorado,Washington,16,0,3,0,13,76,15,56,5,1
Colorado,Yuma,2,2,0,0,0,23,1,20,2,0
Delaware,New Castle County Police Department,"1,076",14,66,284,712,"6,304","2,213","3,690",401,3
Florida,Alachua,583,4,56,69,454,"2,403",740,"1,576",87,13
Florida,Baker,63,0,4,9,50,293,51,228,14,0
Florida,Bay,336,3,41,52,240,"2,694",702,"1,871",121,6
Florida,Brevard,876,13,67,101,695,"5,233","1,254","3,788",191,12
Florida,Broward,335,2,23,76,234,"1,113",289,770,54,7
Florida,Charlotte,387,1,24,33,329,"3,229",861,"2,252",116,6
Florida,Citrus,451,5,26,57,363,"2,837",737,"1,971",129,16
Florida,Clay,684,5,33,71,575,"3,806",732,"2,959",115,20
Florida,Collier,785,6,39,146,594,"4,776","1,224","3,322",230,15
Florida,Escambia,"1,960",15,132,412,"1,401","11,285","3,156","7,579",550,42
Florida,Flagler,204,0,5,34,165,"1,680",362,"1,255",63,5
Florida,Gadsden,101,3,7,11,80,522,224,270,28,3
Florida,Gilchrist,28,0,0,0,28,208,79,116,13,0
Florida,Gulf,51,1,3,3,44,226,110,109,7,0
Florida,Hernando,437,2,40,49,346,"4,168","1,184","2,830",154,6
Florida,Highlands,203,3,19,40,141,"1,908",689,"1,123",96,7
Florida,Hillsborough,"2,152",28,116,495,"1,513","17,903","4,143","12,707","1,053",21
Florida,Indian River,319,1,15,38,265,"2,461",552,"1,838",71,1
Florida,Jefferson,70,0,3,4,63,140,76,58,6,2
Florida,Lake,452,3,29,38,382,"3,096",991,"1,908",197,12
Florida,Lee,"1,241",17,66,340,818,"8,854","2,771","5,482",601,31
Florida,Leon,240,5,13,31,191,"1,577",641,837,99,15
Florida,Manatee,"1,512",18,109,271,"1,114","8,125","2,010","5,812",303,7
Florida,Marion,"1,215",14,122,62,"1,017","3,986","1,293","2,527",166,9
Florida,Martin,339,4,31,78,226,"2,557",623,"1,825",109,10
Florida,Miami-Dade,"6,046",81,267,"1,686","4,012","41,270","7,851","29,989","3,430",53
Florida,Nassau,80,1,0,13,66,"1,077",338,678,61,12
Florida,Okaloosa,643,0,52,60,531,"3,062",577,"2,359",126,0
Florida,Orange,"4,918",49,305,"1,208","3,356","27,195","8,728","16,095","2,372",0
Florida,Osceola,752,5,33,65,649,"5,031","1,740","3,089",202,0
Florida,Palm Beach,"2,158",19,164,524,"1,451","14,626","3,767","9,722","1,137",67
Florida,Pasco,"1,256",11,97,238,910,"10,945","3,015","7,334",596,85
Florida,Pinellas,926,12,94,143,677,"6,040","1,535","4,239",266,35
Florida,Polk,"1,140",19,59,154,908,"8,754","3,186","5,098",470,74
Florida,Santa Rosa,215,0,24,23,168,"1,772",491,"1,193",88,6
Florida,Sarasota,638,11,22,132,473,"6,510","1,647","4,627",236,4
Florida,Seminole,583,5,37,86,455,"3,255",900,"2,183",172,5
Florida,St. Johns,485,7,7,43,428,"3,539",766,"2,637",136,3
Florida,St. Lucie,261,0,26,31,204,"1,583",480,"1,016",87,4
Florida,Sumter,117,0,13,12,92,788,269,483,36,0
Florida,Volusia,780,8,52,111,609,"5,210","1,687","3,199",324,17
Florida,Wakulla,91,0,13,4,74,683,149,513,21,7
Florida,Walton,163,0,11,7,145,"1,140",305,773,62,5
Florida,Bradford,86,0,11,2,73,330,163,154,13,2
Florida,Calhoun,15,0,1,0,14,68,24,39,5,0
Florida,Columbia,261,0,14,20,227,"1,178",559,583,36,0
Florida,DeSoto,84,0,2,14,68,635,234,381,20,2
Florida,Dixie,51,0,5,5,41,397,203,167,27,4
Florida,Franklin,87,1,15,1,70,182,62,110,10,1
Florida,Glades,39,0,3,1,35,192,72,111,9,0
Florida,Hamilton,38,0,0,2,36,245,107,128,10,0
Florida,Hardee,54,1,8,9,36,505,148,326,31,0
Florida,Hendry,201,0,15,24,162,988,489,452,47,7
Florida,Holmes,42,1,4,3,34,208,74,120,14,1
Florida,Jackson,137,0,13,12,112,590,162,406,22,0
Florida,Lafayette,27,1,1,1,24,67,28,38,1,1
Florida,Levy,87,0,18,3,66,540,183,324,33,0
Florida,Liberty,13,1,1,0,11,53,22,31,0,0
Florida,Madison,115,1,5,6,103,290,99,177,14,2
Florida,Monroe,183,2,12,15,154,"1,770",344,"1,378",48,3
Florida,Okeechobee,184,0,18,23,143,"1,081",518,525,38,0
Florida,Putnam,360,5,28,29,298,"2,205",823,"1,318",64,4
Florida,Suwannee,94,1,2,5,86,448,171,258,19,1
Florida,Taylor,54,1,3,1,49,122,54,62,6,1
Florida,Union,39,1,1,7,30,153,64,80,9,2
Florida,Washington,47,0,2,1,44,253,73,166,14,0
Georgia,Augusta-Richmond,879,28,85,542,224,"11,592","3,146","7,276","1,170",51
Georgia,Barrow,269,0,9,9,251,866,231,572,63,6
Georgia,Bartow,329,0,13,24,292,"2,726",821,"1,703",202,0
Georgia,Bibb,207,3,13,40,151,"2,370",542,"1,649",179,10
Georgia,Brantley,37,1,9,5,22,326,215,111,0,0
Georgia,Brooks,21,0,11,1,9,228,84,119,25,0
Georgia,Bryan,41,0,2,4,35,284,56,217,11,0
Georgia,Butts,40,0,9,9,22,406,96,268,42,0
Georgia,Catoosa,84,1,6,14,63,"1,033",246,682,105,5
Georgia,Chatham,0,0,0,0,0,0,0,0,0,0
Georgia,Chattahoochee,0,0,0,0,0,23,19,3,1,1
Georgia,Cherokee,117,3,24,17,73,"1,854",604,"1,126",124,1
Georgia,Clarke,4,0,0,0,4,1,0,1,0,0
Georgia,Clayton,7,0,0,1,6,5,0,3,2,0
Georgia,Clayton County Police Department,"1,157",24,57,535,541,"9,580","3,777","4,478","1,325",30
Georgia,Cobb,0,0,0,0,0,0,0,0,0,0
Georgia,Cobb County Police Department,974,11,86,397,480,"10,658","3,055","6,856",747,34
Georgia,Columbia,68,1,10,20,37,"2,297",396,"1,804",97,11
Georgia,Coweta,86,0,9,17,60,"1,419",339,"1,000",80,7
Georgia,Crawford,42,1,1,4,36,404,152,233,19,0
Georgia,Dawson,11,0,0,2,9,374,69,281,24,3
Georgia,DeKalb,0,0,0,0,0,0,0,0,0,0
Georgia,DeKalb County Police Department,"3,420",76,122,"1,787","1,435","30,285","9,468","15,995","4,822",176
Georgia,Dougherty,2,0,2,0,0,122,9,112,1,0
Georgia,Dougherty County Police Department,40,0,3,9,28,443,171,235,37,0
Georgia,Douglas,174,1,15,34,124,"1,915",530,"1,265",120,2
Georgia,Echols,0,0,0,0,0,46,20,25,1,0
Georgia,Effingham,38,1,14,4,19,242,159,61,22,1
Georgia,Fayette,43,3,4,7,29,579,182,353,44,0
Georgia,Floyd,26,2,1,0,23,70,18,50,2,
Georgia,Fulton,4,0,0,0,4,4,1,3,0,1
Georgia,Fulton County Police Department,805,18,34,379,374,"5,855","1,627","3,458",770,9
Georgia,Glynn,0,0,0,0,0,0,0,0,0,0
Georgia,Glynn County Police Department,230,2,10,64,154,"2,680",652,"1,947",81,2
Georgia,Gwinnett County Police Department,"1,578",34,161,662,721,"14,179","4,100","8,984","1,095",54
Georgia,Hall,187,4,20,37,126,"2,357",626,"1,506",225,21
Georgia,Haralson,123,1,1,1,120,466,237,171,58,1
Georgia,Harris,19,0,0,0,19,209,51,151,7,2
Georgia,Heard,21,0,1,0,20,127,38,76,13,0
Georgia,Henry,18,0,0,0,18,148,9,138,1,
Georgia,Henry County Police Department,286,5,26,94,161,"4,655","1,378","2,888",389,15
Georgia,Houston,59,2,6,9,42,996,233,730,33,0
Georgia,Jasper,38,0,4,0,34,195,75,110,10,0
Georgia,Jones,19,1,2,2,14,489,138,318,33,4
Georgia,Lamar,24,0,1,1,22,220,44,158,18,4
Georgia,Lanier,14,0,2,0,12,124,45,75,4,0
Georgia,Lee,92,1,1,5,85,630,150,453,27,2
Georgia,Liberty,62,1,3,4,54,367,107,241,19,0
Georgia,Long,21,1,10,2,8,275,147,110,18,0
Georgia,Lowndes,102,1,1,6,94,640,191,416,33,
Georgia,Madison,42,0,3,7,32,741,191,505,45,6
Georgia,McDuffie,13,1,1,1,10,283,107,161,15,0
Georgia,McIntosh,25,1,0,4,20,400,146,231,23,0
Georgia,Meriwether,28,0,1,0,27,356,119,211,26,1
Georgia,Monroe,25,0,2,1,22,392,113,244,35,4
Georgia,Morgan,16,0,2,1,13,196,55,122,19,3
Georgia,Murray,84,1,5,2,76,752,150,560,42,0
Georgia,Newton,279,4,13,33,229,"1,868",774,897,197,11
Georgia,Oconee,37,0,0,4,33,436,52,355,29,1
Georgia,Oglethorpe,60,1,12,4,43,444,112,320,12,1
Georgia,Paulding,188,1,17,23,147,"2,374",622,"1,513",239,9
Georgia,Peach,20,0,0,2,18,276,83,174,19,0
Georgia,Pickens,47,2,0,0,45,456,109,329,18,0
Georgia,Pike,5,0,3,0,2,84,40,43,1,0
Georgia,Pulaski,39,0,2,2,35,255,80,171,4,0
Georgia,Rockdale,246,1,13,29,203,"2,302",643,"1,474",185,1
Georgia,Spalding,146,1,17,29,99,"1,549",492,935,122,0
Georgia,Terrell,16,2,1,1,12,88,21,61,6,2
Georgia,Twiggs,13,0,0,4,9,166,59,101,6,1
Georgia,Walton,85,0,6,12,67,"1,071",301,674,96,2
Georgia,Whitfield,183,1,12,11,159,"1,736",548,"1,106",82,7
Georgia,Worth,5,1,0,2,2,162,57,92,13,1
Georgia,Appling,19,0,2,1,16,329,70,250,9,0
Georgia,Baldwin,177,2,11,5,159,628,151,451,26,0
Georgia,Banks,49,0,2,1,46,523,94,401,28,0
Georgia,Ben Hill,26,0,11,3,12,151,35,103,13,0
Georgia,Berrien,9,0,3,1,5,167,42,118,7,0
Georgia,Bleckley,9,0,2,1,6,131,50,76,5,0
Georgia,Bulloch,29,2,5,10,12,734,192,503,39,0
Georgia,Camden,50,0,0,6,44,387,87,289,11,1
Georgia,Charlton,15,0,2,0,13,106,28,73,5,2
Georgia,Chattooga,38,0,1,0,37,391,130,250,11,0
Georgia,Clay,2,0,0,0,2,2,2,0,0,0
Georgia,Clinch,5,0,0,2,3,67,20,47,0,1
Georgia,Coffee,65,3,4,11,47,840,221,588,31,7
Georgia,Cook,8,0,1,2,5,116,56,55,5,0
Georgia,Crisp,20,0,0,8,12,371,76,284,11,0
Georgia,Decatur,38,1,0,2,35,336,102,219,15,0
Georgia,Dodge,31,0,4,0,27,376,114,250,12,0
Georgia,Dooly,11,0,0,5,6,71,11,56,4,0
Georgia,Early,16,1,1,2,12,133,40,91,2,0
Georgia,Elbert,31,2,2,7,20,455,127,301,27,0
Georgia,Emanuel,3,0,0,0,3,366,90,242,34,0
Georgia,Evans,9,0,0,2,7,36,18,11,7,0
Georgia,Fannin,69,0,3,0,66,364,134,203,27,4
Georgia,Franklin,9,0,1,6,2,352,115,216,21,0
Georgia,Gilmer,54,0,5,0,49,407,117,279,11,0
Georgia,Gordon,149,4,8,5,132,732,208,479,45,0
Georgia,Grady,20,0,0,2,18,168,45,112,11,0
Georgia,Greene,19,1,0,0,18,205,39,164,2,0
Georgia,Habersham,33,0,3,0,30,495,203,267,25,0
Georgia,Hancock,0,0,0,0,0,72,18,48,6,0
Georgia,Hart,65,0,3,4,58,477,141,328,8,0
Georgia,Irwin,13,0,3,0,10,114,48,62,4,0
Georgia,Jackson,69,0,9,7,53,892,175,672,45,2
Georgia,Jeff Davis,76,1,0,3,72,257,65,183,9,2
Georgia,Jefferson,17,0,0,3,14,170,74,90,6,0
Georgia,Johnson,15,0,0,0,15,90,33,52,5,0
Georgia,Laurens,34,3,2,7,22,766,235,492,39,1
Georgia,Lumpkin,79,0,9,2,68,428,117,283,28,2
Georgia,Macon,0,0,0,0,0,85,33,43,9,0
Georgia,Miller,5,0,0,0,5,34,9,19,6,1
Georgia,Mitchell,34,0,2,2,30,204,63,132,9,0
Georgia,Pierce,32,0,1,0,31,236,97,128,11,0
Georgia,Polk,0,0,0,0,0,0,0,0,0,0
Georgia,Polk County Police Department,52,1,6,5,40,671,277,340,54,5
Georgia,Putnam,71,0,2,3,66,346,127,213,6,1
Georgia,Rabun,9,1,0,0,8,235,71,154,10,0
Georgia,Schley,2,0,0,0,2,24,8,15,1,0
Georgia,Screven,14,1,1,0,12,225,74,132,19,0
Georgia,Seminole,22,1,1,2,18,92,26,65,1,0
Georgia,Stephens,32,3,3,3,23,413,122,275,16,0
Georgia,Stewart,1,0,0,1,0,20,16,4,0,0
Georgia,Sumter,15,0,4,2,9,341,111,218,12,0
Georgia,Talbot,5,1,0,3,1,87,22,61,4,0
Georgia,Taliaferro,3,0,0,0,3,58,24,28,6,0
Georgia,Taylor,8,0,0,1,7,91,44,45,2,1
Georgia,Thomas,46,1,3,9,33,513,156,310,47,6
Georgia,Tift,97,5,9,12,71,703,152,517,34,8
Georgia,Toombs,21,1,5,1,14,178,71,91,16,1
Georgia,Towns,13,0,0,0,13,124,24,97,3,0
Georgia,Treutlen,4,0,0,0,4,76,26,50,0,0
Georgia,Troup,30,2,4,4,20,712,172,503,37,1
Georgia,Turner,9,0,1,0,8,96,27,65,4,2
Georgia,Union,18,0,0,1,17,275,93,169,13,5
Georgia,Upson,20,0,4,7,9,430,163,250,17,
Georgia,Ware,85,1,4,12,68,731,194,499,38,0
Georgia,Warren,18,0,0,0,18,36,12,21,3,0
