State,County,Violent_crime,MNNM,"Rape
(revised
definition)1","Rape
(legacy
definition)2",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
Arkansas,Cleveland,2,0,1,,0,1,76,39,34,3,0
Arkansas,Craighead,29,0,7,,1,21,244,89,147,8,3
Arkansas,Crawford,52,0,6,,0,46,367,91,242,34,2
Arkansas,Crittenden,102,2,8,,6,86,348,101,218,29,2
Arkansas,Faulkner,116,2,25,,4,85,"1,234",312,752,170,5
Arkansas,Garland,387,0,45,,18,324,"2,021",890,983,148,0
Arkansas,Grant,18,0,4,,0,14,179,45,117,17,0
Arkansas,Lincoln,2,0,0,,0,2,87,33,48,6,1
Arkansas,Lonoke,80,0,11,,2,67,435,76,277,82,4
Arkansas,Madison,37,0,8,,0,29,146,55,84,7,0
Arkansas,Miller,35,0,3,,1,31,282,137,117,28,1
Arkansas,Perry,53,0,6,,0,47,218,85,124,9,0
Arkansas,Poinsett,3,0,2,,0,1,8,5,3,0,2
Arkansas,Pulaski,357,4,23,,35,295,"2,014",629,"1,204",181,9
Arkansas,Saline,213,0,18,,8,187,727,194,456,77,3
Arkansas,Sebastian,62,0,10,,1,51,253,64,177,12,2
Arkansas,Washington,163,2,11,,4,146,483,172,264,47,4
Arkansas,Arkansas,7,1,0,,1,5,133,22,90,21,0
Arkansas,Ashley,31,1,4,,1,25,273,106,159,8,2
Arkansas,Baxter,38,0,14,,2,22,651,174,441,36,4
Arkansas,Boone,50,1,21,,0,28,361,114,220,27,7
Arkansas,Calhoun,2,0,0,,0,2,33,11,18,4,1
Arkansas,Carroll,43,0,7,,1,35,178,34,126,18,6
Arkansas,Chicot,4,0,1,,0,3,142,62,80,0,0
Arkansas,Clark,10,0,2,,1,7,94,19,65,10,0
Arkansas,Cleburne,39,0,9,,2,28,437,146,235,56,7
Arkansas,Columbia,29,0,1,,0,28,105,38,51,16,2
Arkansas,Conway,28,0,5,,2,21,292,49,216,27,5
Arkansas,Cross,31,0,5,,1,25,161,29,114,18,0
Arkansas,Dallas,5,0,0,,0,5,30,12,15,3,0
Arkansas,Drew,52,0,11,,0,41,140,50,79,11,4
Arkansas,Franklin,38,1,11,,1,25,186,66,111,9,2
Arkansas,Fulton,11,1,1,,1,8,90,0,79,11,3
Arkansas,Greene,18,1,1,,0,16,171,57,99,15,0
Arkansas,Hempstead,56,0,14,,0,42,246,34,196,16,6
Arkansas,Howard,4,0,0,,0,4,78,45,33,0,0
Arkansas,Independence,176,1,42,,10,123,"1,298",384,829,85,16
Arkansas,Izard,24,0,5,,0,19,329,77,241,11,3
Arkansas,Jackson,39,1,1,,0,37,197,45,133,19,6
Arkansas,Johnson,40,1,11,,1,27,170,98,65,7,3
Arkansas,Lafayette,7,0,0,,0,7,56,15,40,1,0
Arkansas,Lawrence,11,0,1,,1,9,57,19,35,3,0
Arkansas,Lee,2,0,0,,1,1,10,3,7,0,0
Arkansas,Marion,42,0,5,,1,36,241,74,163,4,3
Arkansas,Mississippi,28,0,3,,2,23,373,83,265,25,1
Arkansas,Monroe,2,1,0,,1,0,17,1,16,0,0
Arkansas,Montgomery,20,1,8,,0,11,110,46,59,5,0
Arkansas,Nevada,5,0,2,,0,3,33,18,14,1,0
Arkansas,Newton,17,0,6,,0,11,60,34,25,1,0
Arkansas,Pike,13,1,5,,0,7,68,19,45,4,2
Arkansas,Polk,35,0,9,,0,26,185,54,115,16,2
Arkansas,Pope,60,1,15,,0,44,414,138,247,29,2
Arkansas,Prairie,11,0,3,,0,8,62,21,30,11,3
Arkansas,Randolph,33,4,5,,0,24,235,91,136,8,3
Arkansas,Scott,20,1,3,,1,15,104,45,57,2,4
Arkansas,Searcy,9,0,2,,0,7,22,6,12,4,1
Arkansas,Sevier,9,0,2,,0,7,226,79,130,17,1
Arkansas,St. Francis,19,0,0,,3,16,294,76,217,1,2
Arkansas,Stone,13,0,4,,0,9,140,57,75,8,2
Arkansas,Union,48,0,2,,3,43,388,103,258,27,2
Arkansas,Van Buren,34,0,1,,0,33,287,43,215,29,5
Arkansas,White,86,4,41,,3,38,905,336,474,95,4
Arkansas,Woodruff,1,0,0,,0,1,56,7,42,7,0
Arkansas,Yell,39,1,13,,2,23,228,72,140,16,4
California,Alameda4,588,2,26,,182,378,"2,111",540,887,684,8
California,Butte,82,9,,3,16,54,"1,119",581,525,13,0
California,Contra Costa,412,10,,37,107,258,"2,145",784,"1,341",20,14
California,El Dorado,240,3,,30,23,184,"1,969",625,"1,288",56,11
California,Fresno,735,10,,22,91,612,"3,368","1,108","1,702",558,150
California,Imperial,214,1,,6,9,198,584,247,316,21,5
California,Kern4,"1,982",26,109,,327,"1,520","9,061","3,127","4,413","1,521",199
California,Kings,144,5,,12,11,116,427,160,236,31,1
California,Los Angeles,"5,091",71,,201,"1,280","3,539","15,402","3,949","7,992","3,461",198
California,Madera,383,3,,22,18,340,"1,162",504,621,37,7
California,Marin,91,2,,5,19,65,617,201,404,12,1
California,Merced,465,15,,9,32,409,"1,536",490,"1,003",43,12
California,Monterey,256,7,38,,32,179,"1,341",439,872,30,9
California,Napa,42,3,,7,2,30,272,121,147,4,3
California,Orange4,252,5,27,,23,197,"1,161",248,789,124,8
California,Placer,289,0,,26,26,237,"1,600",514,"1,049",37,8
California,Riverside,749,17,,56,144,532,"6,718","1,972","3,705","1,041",22
California,Sacramento4,"2,978",44,181,,916,"1,837","11,283","3,820","7,314",149,63
California,San Benito,60,1,,4,5,50,221,81,126,14,1
California,San Bernardino,972,18,65,,154,735,"5,206","1,778","2,311","1,117",70
California,San Diego4,"1,315",13,78,,194,"1,030","4,726","1,335","2,674",717,34
California,San Joaquin4,698,10,16,,147,525,"3,802","1,254","2,410",138,30
California,San Luis Obispo,265,2,,10,12,241,"1,226",521,696,9,3
California,San Mateo,264,1,,38,65,160,"2,427",491,"1,653",283,6
California,Santa Barbara,302,11,,41,32,218,"1,539",487,"1,047",5,13
California,Santa Clara,255,1,31,,20,203,"1,274",282,801,191,5
California,Santa Cruz,286,0,,20,29,237,"1,701",657,"1,035",9,15
California,Shasta4,569,3,49,,18,499,851,429,387,35,29
California,Solano,102,0,,1,16,85,390,192,168,30,9
California,Sonoma,613,2,,41,42,528,"1,365",525,829,11,11
California,Stanislaus,365,12,,14,103,236,"2,088",835,"1,200",53,15
California,Sutter,93,0,,3,13,77,630,217,385,28,7
California,"Tulare4, 5",446,12,22,,74,338,"1,938",747,"1,191",0,0
California,Ventura4,119,2,25,,7,85,880,256,563,61,8
California,Yolo,74,0,,8,1,65,289,89,186,14,8
California,Yuba,205,1,,17,40,147,"1,298",425,861,12,14
California,Alpine,4,0,,1,0,3,24,10,14,0,0
California,Amador,55,1,,3,6,45,383,134,246,3,3
California,Calaveras,106,0,,12,9,85,833,275,555,3,0
California,Colusa,25,0,,1,0,24,163,59,104,0,2
California,Del Norte,102,1,,23,9,69,350,207,142,1,4
California,Glenn,81,0,,21,5,55,203,88,113,2,2
California,Humboldt,202,6,,14,34,148,872,406,447,19,11
California,Inyo,79,0,,11,3,65,156,61,94,1,2
California,Lake,193,4,,21,9,159,665,307,352,6,13
California,Lassen,33,1,,2,3,27,184,79,105,0,2
California,Mariposa,71,0,,6,3,62,267,81,186,0,0
California,Mendocino,310,5,,14,25,266,532,235,293,4,12
California,Modoc,20,0,,0,0,20,73,30,42,1,0
California,Mono,8,0,,1,1,6,69,22,45,2,0
California,Nevada,145,3,,3,6,133,585,296,278,11,2
California,Plumas,90,1,,7,0,82,279,113,165,1,1
California,Sierra,11,0,,0,0,11,29,12,16,1,0
California,Siskiyou4,31,1,2,,2,26,169,72,92,5,1
California,Tehama,156,5,,3,11,137,222,120,101,1,0
California,Trinity,34,3,,3,6,22,149,56,93,0,2
California,Tuolumne,129,0,,27,6,96,647,290,352,5,6
Colorado,Adams,462,6,80,,58,318,"2,319",442,"1,401",476,37
Colorado,Arapahoe,215,1,40,,21,153,"1,292",345,796,151,12
Colorado,Clear Creek,28,0,5,,0,23,77,20,50,7,0
Colorado,Douglas,151,1,62,,6,82,"1,440",301,"1,034",105,8
Colorado,Elbert,0,0,0,,0,0,2,0,2,0,0
Colorado,El Paso,438,3,71,,24,340,"2,202",610,"1,406",186,31
Colorado,Gilpin,10,0,0,,0,10,59,14,36,9,0
Colorado,Jefferson,167,4,47,,15,101,"2,161",366,"1,656",139,14
Colorado,Larimer,109,2,26,,2,79,838,223,536,79,13
Colorado,Mesa,203,2,42,,13,146,"1,083",222,757,104,19
Colorado,Park,18,0,2,,0,16,48,21,24,3,0
Colorado,Pueblo,51,0,4,,6,41,"1,231",243,896,92,2
Colorado,Teller,34,0,7,,1,26,64,24,36,4,3
Colorado,Weld,154,2,19,,6,127,765,218,489,58,7
Colorado,Alamosa,0,0,0,,0,0,39,3,36,0,1
Colorado,Baca,1,0,1,,0,0,5,1,1,3,0
Colorado,Bent,8,0,1,,1,6,69,26,37,6,0
Colorado,Chaffee,4,0,2,,0,2,63,18,35,10,0
Colorado,Cheyenne,2,0,0,,0,2,0,0,0,0,0
Colorado,Conejos,1,0,1,,0,0,13,5,8,0,0
Colorado,Costilla,8,0,0,,0,8,18,8,7,3,0
Colorado,Crowley,3,0,0,,0,3,4,4,0,0,0
Colorado,Custer,4,0,0,,0,4,35,6,25,4,0
Colorado,Delta,4,0,4,,0,0,111,24,77,10,0
Colorado,Dolores,2,0,1,,0,1,18,14,2,2,0
Colorado,Eagle,45,3,8,,2,32,300,52,233,15,4
Colorado,Fremont,42,1,6,,1,34,186,49,117,20,2
Colorado,Garfield,27,1,16,,0,10,185,47,126,12,4
Colorado,Grand,8,0,4,,0,4,46,8,37,1,0
Colorado,Gunnison,1,0,0,,0,1,19,2,17,0,3
Colorado,Hinsdale,0,0,0,,0,0,4,1,3,0,0
Colorado,Huerfano,8,0,2,,0,6,16,1,11,4,0
Colorado,Jackson,0,0,0,,0,0,2,0,2,0,0
Colorado,Kit Carson,4,0,1,,0,3,40,10,24,6,0
Colorado,Lake,5,0,2,,1,2,49,11,30,8,0
Colorado,La Plata,37,0,18,,0,19,183,59,109,15,1
Colorado,Las Animas,1,0,0,,0,1,1,0,0,1,1
Colorado,Lincoln,4,0,0,,0,4,12,2,7,3,0
Colorado,Logan,11,0,1,,0,10,89,22,64,3,1
Colorado,Moffat,0,0,0,,0,0,6,4,2,0,0
Colorado,Montezuma,34,0,4,,1,29,156,48,96,12,2
Colorado,Montrose,33,0,9,,3,21,253,94,139,20,1
Colorado,Morgan,11,0,3,,0,8,95,15,67,13,2
Colorado,Ouray,0,0,0,,0,0,0,0,0,0,0
Colorado,Phillips,3,0,2,,0,1,4,1,2,1,0
Colorado,Pitkin,4,1,0,,0,3,29,2,26,1,0
Colorado,Prowers,2,0,0,,0,2,17,6,10,1,0
Colorado,Rio Blanco,0,0,0,,0,0,37,0,36,1,0
Colorado,Rio Grande,2,0,0,,0,2,14,11,3,0,0
Colorado,Routt,6,0,1,,0,5,45,11,33,1,1
Colorado,Saguache,3,0,0,,0,3,36,11,22,3,0
Colorado,San Juan,1,1,0,,0,0,17,4,13,0,0
Colorado,San Miguel,0,0,0,,0,0,0,0,0,0,0
Colorado,Sedgwick,8,0,1,,0,7,22,6,16,0,0
Colorado,Summit,21,0,14,,0,7,200,43,146,11,2
Delaware,New Castle County Police Department,875,9,70,,195,601,"5,083","1,536","3,226",321,2
Florida,Alachua,572,1,50,,78,443,"2,086",634,"1,356",96,16
Florida,Baker,136,0,1,,6,129,316,70,237,9,5
Florida,Bay,321,6,41,,23,251,"2,523",515,"1,850",158,7
Florida,Brevard,735,7,83,,85,560,"4,515",933,"3,399",183,15
Florida,Broward,268,2,32,,64,170,839,154,635,50,4
Florida,Charlotte,286,2,25,,25,234,"2,626",521,"2,007",98,11
Florida,Citrus,486,4,50,,50,382,"2,382",528,"1,709",145,12
Florida,Clay,437,5,38,,91,303,"3,704",690,"2,909",105,18
Florida,Collier,877,4,82,,155,636,"4,423",798,"3,366",259,18
Florida,Escambia,"1,761",18,148,,306,"1,289","9,819","2,357","6,908",554,30
Florida,Flagler,216,0,13,,29,174,"1,572",286,"1,221",65,8
Florida,Gadsden,115,0,10,,5,100,469,236,212,21,8
Florida,Gilchrist,50,7,2,,1,40,131,57,64,10,0
Florida,Gulf,42,1,1,,1,39,228,63,156,9,0
Florida,Hernando,405,5,46,,46,308,"3,691",787,"2,697",207,19
Florida,Highlands,220,9,17,,34,160,"2,015",644,"1,296",75,9
Florida,Hillsborough,"1,937",22,154,,444,"1,317","16,149","3,504","11,592","1,053",37
Florida,Indian River,285,4,14,,25,242,"1,996",485,"1,448",63,2
Florida,Jefferson,123,0,6,,1,116,155,86,54,15,2
Florida,Lake,409,3,65,,26,315,"2,751",930,"1,641",180,8
Florida,Lee,"1,275",19,111,,343,802,"7,830","2,034","5,234",562,35
Florida,Leon,344,3,25,,19,297,"2,393",595,"1,682",116,9
Florida,Manatee,"1,511",9,180,,216,"1,106","7,188","1,597","5,258",333,13
Florida,Marion,"1,038",12,96,,79,851,"3,702","1,101","2,419",182,6
Florida,Martin,311,5,40,,63,203,"1,958",475,"1,418",65,8
Florida,Miami-Dade,"6,571",84,421,,"1,835","4,231","38,791","6,440","29,213","3,138",28
Florida,Nassau,55,1,0,,14,40,958,238,651,69,4
Florida,Okaloosa,558,2,54,,62,440,"3,100",633,"2,355",112,3
Florida,Orange,"5,551",71,517,,"1,438","3,525","26,111","6,760","17,333","2,018",0
Florida,Osceola,686,3,69,,64,550,"4,539","1,299","3,079",161,4
Florida,Palm Beach,"2,034",24,214,,494,"1,302","12,935","3,195","8,719","1,021",59
Florida,Pasco,"1,116",18,124,,165,809,"9,365","2,234","6,502",629,50
Florida,Pinellas,872,6,111,,124,631,"5,454","1,330","3,832",292,11
Florida,Polk,"1,237",4,70,,159,"1,004","7,308","2,466","4,266",576,51
Florida,Santa Rosa,219,5,28,,15,171,"1,435",379,962,94,2
Florida,Sarasota,522,6,33,,99,384,"5,068","1,096","3,792",180,3
Florida,Seminole,556,6,58,,53,439,"3,034",834,"2,069",131,1
Florida,St. Johns,429,3,13,,36,377,"3,019",607,"2,279",133,1
Florida,St. Lucie,239,2,22,,23,192,"1,426",313,"1,031",82,8
Florida,Sumter,155,2,22,,12,119,908,279,583,46,10
Florida,Volusia,697,4,82,,89,522,"4,310","1,125","2,918",267,26
Florida,Wakulla,86,1,11,,2,72,611,102,481,28,1
Florida,Walton,198,0,23,,6,169,"1,188",338,787,63,1
Florida,Bradford,85,0,14,,4,67,147,67,71,9,0
Florida,Calhoun,17,0,3,,0,14,76,30,44,2,1
Florida,Columbia,238,0,22,,10,206,"1,152",561,562,29,5
Florida,DeSoto,108,2,10,,13,83,764,242,503,19,2
Florida,Dixie,67,2,10,,1,54,354,161,183,10,7
Florida,Franklin,26,1,3,,1,21,76,24,48,4,0
Florida,Glades,35,0,0,,3,32,130,39,80,11,0
Florida,Hamilton,44,1,7,,4,32,215,99,109,7,3
Florida,Hardee,49,0,8,,5,36,385,94,272,19,1
Florida,Hendry,221,1,16,,19,185,854,387,424,43,4
Florida,Holmes,53,0,8,,0,45,238,96,122,20,1
Florida,Jackson,115,1,12,,11,91,575,121,441,13,2
Florida,Lafayette,22,0,1,,1,20,48,21,25,2,2
Florida,Liberty,7,0,1,,0,6,47,9,38,0,0
Florida,Madison,110,0,7,,7,96,211,71,136,4,1
Florida,Monroe,188,0,13,,21,154,"1,419",257,"1,102",60,8
Florida,Okeechobee,135,1,14,,16,104,945,239,658,48,1
Florida,Putnam,327,1,13,,31,282,"1,501",499,932,70,4
Florida,Suwannee,147,0,4,,3,140,442,118,307,17,1
Florida,Taylor,79,0,10,,0,69,159,65,83,11,2
Florida,Union,46,0,3,,1,42,115,58,51,6,0
Florida,Washington,34,1,5,,3,25,244,88,135,21,0
Georgia,Bartow,328,2,,21,24,281,"2,367",638,"1,537",192,0
Georgia,Bibb6,774,16,,58,317,383,"8,568","2,336","5,552",680,68
Georgia,Brantley,31,0,,4,0,27,543,120,400,23,0
Georgia,Brooks,12,1,,0,2,9,176,59,96,21,0
Georgia,Bryan,38,2,,0,2,34,308,46,250,12,0
Georgia,Burke,71,2,,1,1,67,430,109,298,23,0
Georgia,Butts,39,1,,3,2,33,361,78,260,23,0
Georgia,Carroll,136,4,,14,15,103,"1,660",567,931,162,5
Georgia,Catoosa,77,2,,6,8,61,891,172,627,92,7
Georgia,Chattahoochee,0,0,,0,0,0,8,7,0,1,
Georgia,Cherokee,129,1,,26,20,82,"1,774",385,"1,244",145,2
Georgia,Clarke,4,0,,0,0,4,0,0,0,0,0
Georgia,Clayton,15,0,,0,0,15,22,0,8,14,
Georgia,Clayton County Police Department,"1,266",20,,65,520,661,"8,534","2,967","4,413","1,154",28
Georgia,Cobb,0,0,,0,0,0,0,0,0,0,0
Georgia,Cobb County Police Department,964,14,,63,392,495,"10,859","2,387","7,564",908,23
Georgia,Columbia,66,1,,13,10,42,"1,995",251,"1,662",82,10
Georgia,Coweta,129,4,,15,16,94,"1,410",361,956,93,
Georgia,Crawford,12,0,,2,2,8,313,87,216,10,1
Georgia,Dade,109,0,,0,0,109,111,25,86,0,
Georgia,Dawson,21,1,,3,1,16,439,82,334,23,2
Georgia,DeKalb,0,0,,0,0,0,0,0,0,0,0
Georgia,DeKalb County Police Department,"3,210",69,,123,"1,661","1,357","25,671","7,658","14,093","3,920",132
Georgia,Dougherty,2,0,,0,0,2,111,4,105,2,0
Georgia,Dougherty County Police Department,18,0,,0,1,17,281,112,122,47,0
Georgia,Douglas,191,2,,22,39,128,"1,644",436,"1,064",144,7
Georgia,Echols,4,0,,2,0,2,26,11,15,0,0
Georgia,Effingham,33,0,,2,10,21,334,180,110,44,7
Georgia,Fayette,44,1,,2,8,33,581,178,371,32,0
Georgia,Floyd,17,1,,1,6,9,80,20,59,1,0
Georgia,Floyd County Police Department,76,1,,14,14,47,"1,699",411,"1,166",122,15
Georgia,Forsyth,107,1,,16,9,81,"1,515",297,"1,160",58,0
Georgia,Fulton,3,0,,0,0,3,2,0,2,0,0
Georgia,Fulton County Police Department,955,15,,29,444,467,"5,965","1,397","3,733",835,8
Georgia,Glynn County Police Department,202,3,,14,49,136,"2,522",575,"1,859",88,4
Georgia,Gwinnett County Police Department,"1,418",25,,139,601,653,"14,574","3,343","10,024","1,207",63
Georgia,Hall,177,5,,14,35,123,"1,935",607,"1,108",220,13
Georgia,Haralson,140,0,,2,4,134,439,160,236,43,0
Georgia,Harris,9,0,,1,2,6,269,81,170,18,0
Georgia,Heard,15,0,,0,0,15,105,35,55,15,2
Georgia,Henry County Police Department,276,3,,29,107,137,"4,322","1,212","2,762",348,9
Georgia,Houston,64,3,,2,7,52,"1,196",246,925,25,0
Georgia,Jasper,38,0,,2,2,34,179,59,111,9,0
Georgia,Jones,25,1,,0,6,18,550,120,393,37,3
Georgia,Lamar,9,0,,0,1,8,178,43,113,22,3
Georgia,Lanier,17,1,,0,0,16,128,40,85,3,0
Georgia,Lee,51,0,,5,11,35,790,91,675,24,0
Georgia,Liberty,62,3,,3,10,46,239,62,151,26,0
Georgia,Lincoln,23,0,,2,0,21,144,16,123,5,0
Georgia,Long,17,1,,1,3,12,266,128,115,23,0
Georgia,Madison,43,0,,3,6,34,590,182,364,44,11
Georgia,McDuffie,25,1,,0,8,16,219,85,106,28,0
Georgia,McIntosh,11,1,,2,2,6,296,88,195,13,0
Georgia,Monroe,39,3,,1,2,33,451,119,304,28,0
Georgia,Morgan,5,0,,0,1,4,195,73,110,12,0
Georgia,Murray,64,0,,4,0,60,668,100,518,50,0
Georgia,Muscogee,0,0,,0,0,0,0,0,0,0,0
Georgia,Newton,300,3,,12,27,258,"1,611",503,925,183,5
Georgia,Oconee,38,0,,3,2,33,463,82,359,22,0
Georgia,Oglethorpe,59,0,,1,0,58,340,103,227,10,0
Georgia,Paulding,198,1,,17,26,154,"2,509",520,"1,724",265,13
Georgia,Peach,21,1,,1,2,17,263,95,147,21,0
Georgia,Pike,20,1,,3,0,16,183,48,127,8,0
Georgia,Rockdale,141,2,,12,27,100,"1,834",380,"1,320",134,7
Georgia,Spalding,111,2,,10,16,83,"1,425",341,958,126,0
Georgia,Terrell,26,0,,3,2,21,85,31,46,8,0
Georgia,Twiggs,19,0,,0,4,15,130,51,75,4,4
Georgia,Walker,187,3,,8,21,155,"1,095",329,766,0,5
Georgia,Walton,67,1,,5,6,55,735,186,479,70,1
Georgia,Whitfield,126,1,,17,8,100,"1,707",519,"1,079",109,12
Georgia,Worth,28,0,,2,2,24,271,86,177,8,0
Georgia,Baldwin,189,1,,4,3,181,600,137,441,22,
Georgia,Banks,13,0,,2,0,11,397,86,298,13,
Georgia,Ben Hill,11,0,,2,2,7,140,74,57,9,0
Georgia,Berrien,8,0,,1,1,6,132,25,100,7,0
Georgia,Bleckley,16,0,,2,0,14,144,51,89,4,0
Georgia,Bulloch,38,2,,1,9,26,551,185,337,29,2
Georgia,Camden,56,0,,1,5,50,298,67,218,13,3
Georgia,Charlton,8,0,,1,1,6,114,15,84,15,1
Georgia,Chattooga,32,0,,2,2,28,475,138,321,16,0
Georgia,Clinch,10,2,,0,2,6,57,11,43,3,
Georgia,Coffee,54,0,,6,6,42,829,200,583,46,9
Georgia,Cook,3,0,,0,1,2,106,27,74,5,
Georgia,Crisp,11,2,,1,2,6,374,67,296,11,0
Georgia,Decatur,42,2,,1,4,35,269,83,182,4,0
Georgia,Dodge,29,2,,2,0,25,341,86,243,12,0
Georgia,Dooly,8,0,,0,4,4,97,19,70,8,0
Georgia,Early,26,0,,4,2,20,103,39,62,2,0
Georgia,Elbert,24,0,,0,8,16,353,107,222,24,0
Georgia,Emanuel,11,0,,1,2,8,203,90,102,11,0
Georgia,Evans,5,0,,0,0,5,37,15,17,5,0
Georgia,Fannin,20,0,,4,0,16,269,77,176,16,3
Georgia,Franklin,5,2,,2,1,0,230,83,134,13,0
Georgia,Gilmer,76,0,,9,3,64,348,95,236,17,0
Georgia,Glascock,1,0,,0,0,1,8,3,4,1,0
Georgia,Gordon,112,2,,7,2,101,625,153,436,36,0
Georgia,Grady,26,0,,1,4,21,268,106,152,10,1
Georgia,Greene,8,1,,0,0,7,175,35,136,4,0
Georgia,Habersham,32,0,,5,1,26,458,208,230,20,0
Georgia,Hart,65,1,,4,2,58,424,138,266,20,0
Georgia,Irwin,10,0,,0,0,10,105,29,69,7,1
Georgia,Jackson,58,0,,3,3,52,719,129,563,27,2
Georgia,Jeff Davis,48,0,,0,0,48,186,74,101,11,0
Georgia,Jefferson,25,1,,0,0,24,98,44,50,4,1
Georgia,Laurens,31,2,,3,8,18,535,187,324,24,1
Georgia,Macon,0,0,,0,0,0,87,25,58,4,0
Georgia,Miller,0,0,,0,0,0,27,8,13,6,0
Georgia,Mitchell,39,0,,0,3,36,237,70,152,15,0
Georgia,Pierce,10,0,,0,0,10,91,54,26,11,0
Georgia,Polk,0,0,,0,0,0,0,0,0,0,0
Georgia,Polk County Police Department,50,0,,5,5,40,681,204,404,73,6
Georgia,Putnam,69,2,,1,1,65,377,99,270,8,0
Georgia,Quitman,2,0,,1,0,1,2,0,0,2,0
Georgia,Rabun,5,0,,1,1,3,269,55,201,13,0
Georgia,Randolph,17,0,,1,2,14,44,12,27,5,0
Georgia,Schley,5,0,,0,0,5,19,6,12,1,0
